"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19"
"3266","county","Juab County","driving","","Utah","United States",100,105.27,124.89,176.84,271.39,184.79,189.28,300.43,125.84,120.92,163.44,212.62,178.91,185.22,123.85,107.87,129.3,141.05,218.58,190.92,189.8,117.8,117.63,109.59,147.36,213.57,179.86,203.63,125.84,132.84,130.94,224.29,423.16,251.17,225.67,546.67,180.12,141.83,183.58,261.02,237.51,262.4,155.23,135.61,131.55,224.55,260.5,271.65,298.44,163.96,144.34,153.15,210.72,305.27,287.9,306.05,175.97,171.31,199.83,239.5,322.82,312.45,294.9,198.1,206.91,196.46,179.26,230.86,234.92,198.62,133.79,126.79,115.38,130.16,168.97,157.74,137.6,112.1,114.26,116.25,124.2,158.17,139.67,128,100.78,115.3,123.94,121.69,166.72,165.34,120.92,110.89,105.96,114.43,128.87,160.67,171.56,179.6,133.19,135.35,145.55,173.29,250.48,254.19,250.04,162.23,139.07,178.22,211.58,310.98,282.28,302.16,180.9,151.86,175.19,234.83,321.26,290.92,267.85,NA,NA,204.84,277.53,389.2,355.49,388.42,249.78,217.46,237.51,373.38,647.62,495.42,425.58,998.44,286.6,275.19,317.46,400.17,401.12,421,264.3,247.36,272,353.41,854.45,417.55,459.03,279.6,254.19,288.16,470.61,665.51,472.95,493.26,306.74,265.17,308.56,416.16,616.51,486.34,513.31,373.12,286.69,338.12,411.32,640.88,618.84,543.47,331.63,337.51,421.26,630.08,596.8,340.88,594.04,415.82,338.46,322.82,415.04,535.44,485.39,544.08,417.37,304.67,330.16,440.88,616.85,584.53,571.65,338.81,338.63,363.53,482.97,505.45,481.16,673.03,328,309.77,349.18,388.42,491.62,477.61,506.05,309.94,293.17,308.47,433.28,547.1,525.15,520.14,335.87,307.95,333.45,409.42,558.95,488.33,531.89,365.6,315.56,327.74,378.05,484.62,462.66,473.47,277.96,251.69,253.33,319.88,455.49,397.15,401.99,229.3,216.16,236.21,385.65,644.08,467.85,391.7,989.97,271.48,271.48,309.59,425.67,414.61,396.89,275.89,253.15,270.27,327.83,444.43,445.64
"3654","county","Millard County","driving","","Utah","United States",100,106.99,128.94,193.73,290.38,175.55,204.78,312.69,113.9,122.02,160.94,202.85,186.32,208.2,129.72,100.14,118.46,146.04,219.89,179.47,207.84,124.09,110.26,118.46,165.65,228.23,173.77,224.88,117.46,127.73,123.95,244.62,457.23,256.59,265.79,565.43,169.21,143.76,195.79,295.44,243.12,300.29,147.75,129.86,136.49,243.48,297.79,282.61,305.99,171.63,136.35,159.23,242.05,320.17,272.7,350.75,188.38,165.29,191.3,257.31,351.75,312.26,337.56,225.09,215.75,229.22,203.06,245.33,244.48,228.8,145.9,132.86,125.37,119.96,182.68,166.36,160.51,120.03,116.18,139.63,138.85,162.37,139.84,135.64,119.39,123.45,129.51,132.15,159.23,161.8,129.37,116.46,98.72,113.76,132.57,169.21,167.28,181.82,136.14,137.49,133.21,167.14,243.19,238.13,251.18,158.23,141.84,165.86,217.03,306.63,269.35,297.51,174.77,160.01,186.89,242.69,319.81,268.14,262.65,NA,NA,215.54,290.38,386.53,313.83,392.02,228.3,204.06,253.46,412.26,737.99,481.25,423.09,658.66,295.08,266.36,345.55,421.1,351.53,435.57,281.47,255.81,275.12,343.98,469.92,366.29,481.33,309.19,254.53,279.33,419.96,519.1,458.37,513.76,296.94,274.2,313.68,389.59,502.92,429.08,502.57,382.82,301.07,327.01,439.42,528.72,481.97,594.94,383.04,353.6,432.5,581.33,637.35,309.19,660.58,447.11,358.73,334.93,428.8,500.93,501.57,669.64,359.73,340.56,339.56,428.65,513.9,451.03,835.35,335.35,319.96,350.04,467.21,513.68,494.3,590.66,351.32,327.08,370.78,402.42,508.62,490.73,543.69,354.1,299.93,326.59,415.32,514.26,487.53,548.61,337.7,314.97,380.54,414.26,606.49,547.54,584.39,349.68,310.19,313.97,401.92,501,439.2,490.31,283.46,242.27,252.17,318.1,430.43,384.82,414.18,234.85,235.07,253.96,388.74,700.93,510.98,395.3,721.74,293.8,278.62,333.57,423.31,398.72,439.56,272.13,237.13,275.34,348.25,466.22,386.96
"4129","county","Salt Lake County","driving","","Utah","United States",100,112.38,112.32,117.22,133.03,128.31,71.71,103.66,108.73,108.91,120.46,131.59,134.37,71.57,105.04,107.6,112.1,114.64,132.57,129.71,69.88,87.39,116.39,112.52,118.67,134.56,133.52,77.32,110.09,116.73,120.27,131.42,147.91,130.14,75.27,113.2,114.12,122.67,127.24,148.19,142.5,82.88,115.76,121.92,124.9,127.76,147.37,140.8,73.35,114.06,120.4,122.05,132.16,143.86,138.69,77.65,110.4,116.19,115.94,108.28,113.63,102.19,61.39,85.84,80.05,68.58,71.55,77.47,70.64,44.54,63.62,64.04,60.83,61.35,70.89,58.32,39.95,59.01,63.06,62.89,61.89,72.01,59.8,39.19,61.13,64.16,69.81,67.27,79.76,68.15,37.96,65.05,70.31,68.57,70.99,85.39,80.06,49.18,78.66,79.14,78.6,78.4,92.71,85.78,57.53,80.92,85.5,87.3,89.72,102.61,96.09,62.37,94.35,98.17,98.28,100.78,116.04,108.53,63.59,NA,NA,106.94,110.76,126.87,118.9,77.81,111.87,114.41,114.16,124.87,133.43,117.68,81.04,100.75,120.31,126.7,131.42,143.05,128.09,78.79,121.62,123.14,129.43,133.99,147.81,131.68,80.63,123.23,132.8,135.16,140.08,152.01,138.83,98.09,131.53,133.76,137.95,145.81,162.57,148.84,91.29,140.12,143.85,146.04,150.38,166.5,152.65,95.49,136.77,144.38,149.54,155.99,144.34,105.86,92.79,140.96,146.52,147.89,152.29,164.11,153.31,102.93,143.34,147.45,150.25,152.45,168.46,155.97,103.92,146.07,148.3,146.42,154.91,144.96,143.77,103.75,143.88,149.37,153.17,159.84,174.56,164.24,109.08,149.41,153.99,155.54,165.11,188.76,167.21,108.99,150.61,154.65,159.55,163.92,180.87,169.09,110.57,151.75,155.23,159.04,166.47,182.82,170.9,107.61,147.9,148.46,150.13,155.66,181.12,175.17,107.18,141.57,147.52,148.69,159.29,182.56,163.24,107.21,124.45,134.29,151.12,157.63,179.21,183.55,108.8,143.02,146.73,151.25,157.16,178.19,175.13
"4130","county","Salt Lake County","transit","","Utah","United States",100,106.26,104.51,102.28,112.55,96.89,63.03,90.29,101.19,97.38,102.77,98.88,94.27,59.86,96.74,94.08,97.78,101.46,109.78,89.48,60.85,97.71,96.66,108.15,104.49,98.9,87.86,59.23,97.48,97.02,101.55,99.7,105.48,86.61,59.65,94.46,95.35,98.37,98.79,111.53,97.76,60.83,98.88,101.16,112.86,108.08,110.5,96.89,58.02,103.39,103.39,100.72,109.92,111.15,94.29,63.59,95.7,89.86,87.22,79.48,72.47,62.27,44.69,58.4,49.85,41.71,37.52,37.49,31.63,25.77,32.73,35.59,32.8,30.57,30.81,26.01,21.1,29.47,29.47,29.48,28.95,27.51,23.55,24.86,30,30.26,29.35,26.37,29.83,27.1,20.48,29.12,27.4,25.86,25.43,27.65,25.16,21.2,31.46,30.28,28.92,27.74,30.53,26.36,25.39,34.64,31.74,34.22,32.52,34.3,33.05,27.27,36.14,38.15,38.24,35.87,39.53,37.66,25.64,32.25,31.32,37.85,42.97,42.59,41.35,34.83,44.35,41.05,39.86,43.89,41.2,36.65,31.08,38.74,47.17,44.22,44.33,43.38,42.7,29.81,45.71,45.49,50.72,50.23,47.74,40.94,30.09,43.74,48.69,52.26,51.8,53.98,46.3,39.91,54.32,51.55,49.66,50.66,54.44,47.88,35.48,62.4,54,55.46,51.76,52.39,50.32,35.12,53.32,53.53,50.55,51.93,47.71,38.32,34.83,55.8,54.57,51.84,52.54,53.43,46.02,37.05,51.52,55.57,52.14,50.63,54.68,47.99,37.03,58.89,54.42,50.25,56.84,48.48,44.2,37.28,54.4,57.94,55.9,56.58,55.25,48.1,42.45,58.84,59.2,59.5,56.81,60.31,48.46,39.38,59.75,57.79,59.04,58.49,56.6,56.79,45.71,65.64,66.23,66.57,63.25,68.64,62.21,58.19,87.07,75.81,73.97,69.06,76.2,65.68,46.99,68.49,69.97,67.41,66.74,72.58,64.07,47.71,56.81,61.57,68.39,68.18,67.39,64.54,43.99,68.89,67.58,69.25,71.07,72.83,71.39
"4131","county","Salt Lake County","walking","","Utah","United States",100,110.25,119.87,133.23,154.25,163.08,81.98,106.45,109.61,108.91,124.86,148.57,170.13,82.51,111.93,115.32,115.39,132.35,158.83,159.69,78.88,76.73,107.69,109.38,107.95,148.18,160.4,87.62,111.2,117.25,127.17,136.97,178.12,174.25,82.98,114.68,111.93,120.92,130.34,174.14,182.24,104.29,118.85,128.99,143.41,143.02,179.11,178.88,80.27,123.07,135.58,152.02,158.15,177.41,175.09,87.13,114.77,122.85,114.43,117.16,117.35,115.09,68.12,90.67,89.17,63.17,69.91,75.13,76.12,50.98,67.05,65.19,58.42,57.68,72.15,59.66,44.16,64.73,67.38,66.22,64.66,77.15,65.59,44.99,66.92,75.6,76.93,68.67,84.78,78.68,43.86,64.31,72.18,66.66,67.31,84.36,83.86,49.96,84.14,82.61,82.5,74.73,94.6,91.62,62.26,84.62,85.45,91.9,95.27,102.04,104.03,67.14,100.89,107.27,100.79,105.03,120.84,121.89,67.24,92.58,88.42,118.43,119.77,140.44,136.54,85.73,125.84,126.03,122.77,139.49,145.15,137.59,89.88,113.02,139.67,144.26,155,164.81,153.9,82.89,141.04,138.35,150.23,160.93,165.28,149.82,89.34,128.37,148.19,149.14,153.18,175.51,163.69,111.38,145.66,147.06,151.55,156.53,198.03,175.31,95.83,154.41,162.08,161.29,162.54,187.22,176.32,101.84,152.57,160.52,167.83,165.1,162.21,121.53,100.71,159.79,162.37,167.96,173.9,186.22,177.26,110.88,164.72,175.24,172.79,167.33,190.45,173.78,112.25,166.14,168.42,163.55,174.55,167.24,170.49,108.54,167.33,170.59,176.52,179.47,192.01,184.36,120.41,164.36,164.16,167.92,178.76,203.6,192.43,116.53,167.05,173.68,178.39,187.48,209.67,202.61,131.49,173.37,183.92,191.78,193.88,224.03,211.2,131.33,188.27,176.78,179.56,184.6,214.8,212.14,118.87,159.33,174.47,177.67,176.23,210.65,206.27,124.41,140.26,143.96,165.55,175.86,214.49,226.85,125.7,166.69,168.37,173.91,183.1,215.22,229.91
"4209","county","Sevier County","driving","","Utah","United States",100,100.94,118.28,127.21,205.87,183.42,134.27,133.5,99.57,110.29,107.91,172.45,159.78,99.06,105.7,93.03,100.85,121.09,160.12,174.57,118.71,88.78,109.44,115.31,110.03,160.29,153.57,106.55,98.55,107.31,112.59,128.91,178.06,164.97,136.9,170.24,131.63,112.59,178.91,210.03,202.47,135.63,139.71,116.75,140.48,175.26,199.15,215.99,155.95,136.99,151.11,152.04,166.41,203.23,231.04,174.66,160.46,151.19,156.97,181.55,213.27,245.92,206.12,193.03,213.44,183.67,152.04,159.1,169.22,140.22,117.01,126.96,118.45,116.16,130.1,135.88,96.94,99.91,92.35,105.95,108.84,110.54,118.96,95.58,99.66,99.4,101.36,114.71,120.92,114.63,73.64,81.97,106.89,107.23,106.8,123.89,122.28,121.51,101.36,103.83,115.48,131.72,155.02,167.26,155.78,150.94,138.44,136.99,168.03,212.5,203.91,206.38,165.73,168.79,169.47,201.11,232.91,254.51,191.67,NA,NA,200.34,221.85,298.98,280.02,292.43,210.97,216.5,230.27,306.04,427.89,427.38,363.95,444.22,298.04,265.39,302.04,325.43,367.35,311.9,281.55,265.31,273.72,281.21,368.96,340.22,359.27,306.21,284.18,320.41,354.93,419.22,396.68,389.37,319.05,337.76,344.39,367.86,444.73,450.34,405.53,370.58,355.19,358.67,414.46,533.93,488.69,512.07,374.4,364.97,430.02,487.84,542.18,425.6,497.11,433.5,382.91,361.48,410.71,476.28,539.88,432.23,405.78,375.09,391.75,424.66,461.73,461.99,432.65,359.01,342.69,377.38,470.07,490.9,492.6,467.52,345.15,366.41,377.04,413.95,478.49,522.96,469.3,371.68,330.61,386.22,426.19,462.07,499.66,444.05,374.32,375.94,365.22,366.33,433.84,417.86,373.64,311.73,290.31,309.35,308.76,386.05,358.16,320.92,250.68,262.5,292.6,289.37,388.35,354.25,335.54,268.03,273.04,295.49,336.82,501.45,443.62,398.21,458.67,284.44,279.51,325.68,387.67,409.52,349.66,300.34,294.98,319.22,352.64,423.89,425.68
"4347","county","Summit County","driving","","Utah","United States",100,126.44,106.65,121.58,163.11,161.93,127.33,134.07,108.55,115.59,202.31,287.42,314.61,253.19,200.04,163.54,155.23,161.82,190.29,208.81,118.63,95.9,104.05,112.53,145.14,189.76,189.89,128.12,109.35,105.98,111.46,147.31,169.53,180.06,144.97,163.83,126.24,131.84,152.26,165.55,175.46,136.94,124.38,113.64,126.24,144.3,160.96,173.79,124.51,121.52,108.37,120.49,130.73,148.8,159.58,131.21,118.2,119.35,153.01,123.96,126.97,137.87,101.29,69.75,55.39,53.63,43.84,49.15,44.67,35,37.64,35.37,32.73,35.54,37.2,32.42,28.08,32.49,35.75,34.88,35.28,38.91,33.43,26.22,34.39,37.31,39.27,38.67,44.48,37.69,25.93,36.3,38.5,37.68,37.48,47.32,45.99,35.1,44.15,46.85,46.63,44.87,52.41,51.2,74.68,50.64,53.31,56.06,58.31,68.05,63.28,50.69,62.4,67.83,68.33,68.63,78.23,75.43,58.94,NA,NA,72.68,73.72,90.18,89.93,80.88,86.35,88.35,84.17,94.41,106.58,107.1,99.09,106.06,95.61,100,108.09,125.25,129.88,108.84,110.23,104.93,114.87,120.98,136.93,118.04,91.21,105.01,118.82,126.49,138.25,169.97,178.61,147.23,139.49,138.67,140.43,155.71,185.68,198.21,148.67,148.42,152.08,156.53,166.54,203.72,223.72,169.7,151.83,162.26,177.25,212.16,256.48,227.84,204.51,187.11,174.98,178.1,189.18,215.26,236,207.13,181.03,178,183.78,192,228.11,253.8,210.49,186.3,182.57,180.71,206.88,251.23,257.72,222.5,179.92,189.3,192.94,199.9,237.57,249.9,225.48,193.83,186.44,184.82,235.38,354.46,267.13,214.66,184.64,182.96,199.61,209.77,252.78,273.25,213.98,181.91,183.41,185.52,194.07,230.53,247.63,187.34,159.43,148.29,155.4,167.15,202.79,241.69,169.33,142.98,145.74,149.71,174.22,238.33,283.01,248.29,296.07,130.62,142.15,160.34,190.47,215.31,171.71,153.78,157.37,162.31,171.56,205.33,214.77
"4350","county","Summit County","walking","","Utah","United States",100,101.63,115.34,143.21,215.54,232.77,170.43,145.95,124.93,168.73,454.31,876.11,925.2,733.68,494.97,357.38,314.43,328.52,393.99,413.45,171.08,105.42,106.27,126.31,184.4,249.02,257.05,157.44,121.34,114.1,116.06,162.4,230.55,284.07,195.5,200.26,149.93,176.44,204.83,253.85,263.77,182.57,148.04,127.02,160.44,200.13,246.8,268.73,179.05,133.36,114.75,137.27,179.96,233.29,247.32,171.67,148.37,139.95,163.32,162.08,156.33,163.97,88.58,44.78,34.86,24.02,20.5,23.76,24.67,20.3,22.78,15.08,16.64,19.19,21.74,14.75,13.84,16.51,19.97,22.72,17.36,20.89,18.6,15.08,20.63,21.21,24.54,26.76,25.13,17.82,11.03,17.04,15.54,16.58,17.56,24.61,21.21,15.08,24.87,26.63,29.24,20.76,24.74,21.34,22.78,29.5,29.37,26.37,30.42,29.57,33.88,17.82,31.2,35.12,37.34,35.7,39.49,35.9,25,26.37,24.8,38.32,35.05,48.37,45.37,38.71,51.44,41.12,46.28,48.5,68.73,60.12,49.35,55.09,52.22,56.66,67.04,73.5,85.64,73.24,76.37,63.05,67.04,71.61,89.88,90.54,43.41,66.51,77.48,75.98,89.36,135.31,136.16,98.11,94.19,89.1,91.38,111.88,137.27,152.61,95.56,103.98,102.81,109.92,115.21,144.45,165.6,104.96,106.92,108.62,134.86,154.77,212.4,207.44,146.48,126.76,135.57,128.07,135.64,160.57,196.8,138.64,133.75,130.61,128.39,143.8,184.6,209.33,156.53,146.15,141.32,131.2,155.16,187.34,221.74,162.53,140.21,142.36,151.31,162.01,195.82,226.44,173.63,150.65,144.06,128.59,161.95,200.91,235.97,162.53,145.17,128,136.81,151.76,211.36,239.16,164.3,145.95,127.22,118.67,141.06,190.8,202.87,135.05,127.61,103.66,114.43,130.42,172.26,208.81,121.67,91.84,118.6,105.81,131.66,189.69,289.03,229.37,158.81,85.05,98.37,122,163.58,201.7,134.99,125.39,120.56,128.59,138.71,191.91,202.94
"4414","county","Tooele County","driving","","Utah","United States",100,79.99,104.77,90.43,119.38,116.88,85.02,98.24,89.56,84.48,90.73,109.95,128.59,80.81,84.74,85.89,95.89,94.71,109.9,131.11,84.3,83.45,90.27,86.24,96.03,114.77,122.72,87.98,87.58,88.67,92.62,100.3,118.13,128.26,87.07,102.75,89.63,95.01,101.25,124.34,140.3,92.8,95.23,103.74,99.56,104.02,131.32,142.96,82.22,92.67,103.34,97.34,106.98,126.45,140.26,94.05,93.68,99.32,103.41,101.36,122.06,131.09,88.25,85.91,86.65,97.01,91.42,98.17,108.86,84.36,75.66,73.99,67.98,67.98,93.75,91.33,72.23,74.94,78.77,85.7,76,92.97,106.16,71.08,70.51,82.32,91.2,89,116.41,116.67,70.21,77.22,88.62,75.67,83.26,110.35,146.37,97.34,88.79,90.05,96.31,98.43,134,168.3,130.83,96.66,105.46,102.19,114.79,144.96,165.69,126.34,107.86,111.24,112.11,119.58,152.98,174.67,109.36,NA,NA,121.84,135.32,174.44,200.16,143.66,121.12,136.92,137.57,164.61,173.36,183.8,158.19,164.68,140.93,149,161.61,185.11,192.15,139.26,148.37,139.83,144.37,163.77,191.98,198.05,138.42,148.29,155.12,163.44,175.2,206.53,218.48,170.65,165.27,157.73,173.36,180.15,215.09,228.97,152.04,186.41,178.63,182.3,191.93,221.61,233.18,175.12,172.8,184.9,195.81,211.17,223.47,180.91,169.08,183.94,179.57,176.07,194.9,225.27,241.52,189.39,182.84,204.38,194.69,199.23,226.54,238.14,173.26,180.81,179.69,185.96,205.12,231.95,231.34,173.17,181.17,185.21,191.32,198.31,220.52,247.22,183.63,190.95,188.93,192.92,200.85,244.09,256.76,209.24,192.8,193.68,203.03,206.37,233.97,233.43,180.46,181.68,181.35,185.12,199.03,215.19,245.99,156.92,170.51,171.83,175.01,180.22,208.4,236.89,176.27,168.82,169.32,167.06,190.55,222.78,230.64,176.79,179.76,145.35,172.63,176.74,234.21,286.04,166.64,168.14,172.98,162.88,181.29,210.51,220.64
"4442","county","Uintah County","driving","","Utah","United States",100,114.66,110.72,112.82,122.02,139.12,88.03,112.36,107.76,106.18,109.99,123.41,105.52,69.43,98.75,110.06,106.9,109.4,133.66,141.03,93.75,124.92,114.07,108.81,104.8,117.09,120.12,76.13,110.85,122.95,115.32,139.51,157.07,152.4,112.36,118.47,112.03,122.81,115.19,135.11,135.63,105.59,130.51,112.29,117.69,135.31,132.35,131.56,98.75,134.91,133.46,110.59,134.98,133.4,128.86,91.26,116.7,113.21,113.94,107.23,107.76,124.79,95.2,103.48,96.19,95.46,82.97,104.93,111.9,70.81,80.8,82.51,104.01,92.9,90.73,79.42,73.11,107.03,91.91,85.21,76.86,101.31,83.76,67.46,81.72,93.82,109.8,106.77,112.95,106.05,56.54,91.78,95.92,96.91,99.8,126.5,127.61,81.66,115.12,119.72,113.21,144.31,134.06,137.21,122.35,121.83,120.84,130.57,138,162.33,148.92,122.42,129.45,134.39,147.4,151.22,171.6,191.78,118.41,NA,NA,155.82,174.36,194.87,210.98,165.55,185.27,166.93,167.78,193.56,271.99,270.28,211.44,196.65,183.76,228.93,217.82,248.92,232.81,163.31,193.1,203.29,209.2,192.57,271.86,217.62,173.77,189.35,212.69,209.86,213.28,273.96,259.17,203.75,219.99,220.45,232.68,227.48,279.36,291.06,196.91,226.89,245.83,245.23,283.69,325.31,290.99,241.09,278.44,257.53,242.27,285.4,336.69,257.13,248.45,259.11,269.69,310.26,362,423.01,371.47,261.93,236.69,244.71,251.41,305.46,349.31,375.61,249.64,263.45,284.29,269.56,301.58,306.38,302.83,262.13,286.13,270.87,249.97,267.72,343.59,300.46,258.71,268.05,260.75,275.28,300.66,334.25,305.39,270.74,280.21,289.35,292.18,317.03,349.57,354.37,235.5,269.03,274.75,254.96,263.71,296.58,314.86,232.94,255.49,223.8,214.6,236.23,283.89,297.9,215.84,222.09,213.41,216.5,220.78,285.47,311.57,264.69,261.54,192.9,217.62,229.85,273.11,298.22,188.82,224.26,229.45,217.95,238.53,264.43,252.4
"4462","county","Utah County","driving","","Utah","United States",100,100.35,108.87,111.95,131.21,132.92,61.08,108.43,101.13,100.41,108.17,130.62,139.02,61.23,98.59,101.93,100.75,107.71,132.29,137.9,61.25,88.66,104.05,101.16,118.46,133.8,142.16,63.36,105.25,105.6,109.88,125.16,148.66,129.82,61.78,123.46,106.01,107.54,119.11,140.29,144.76,69.57,106.73,109.73,109.88,115.11,141.58,145.28,63.09,108.42,114.76,112.49,119.93,141.48,144.3,65.79,111.09,116.05,113.78,111.46,120.91,113.66,58.91,91.08,88.44,75.41,76.52,84.86,80.11,44.85,69.23,68.37,65.72,65.14,78.25,70.15,38.84,66.76,71.74,71.04,68.62,79.51,63.47,38.18,68.8,72.87,77.49,73.7,86.58,79.83,36.75,70.44,74.64,76.56,78.19,92.8,92.75,50.7,84.12,86.68,88.65,90.68,105.97,105.17,60.07,92.72,96.11,100.78,103.96,118.88,112.59,62.63,105.42,108.83,109.36,112.45,130.43,129.57,61.28,NA,NA,118.2,124.55,142.7,136.86,79.43,125.79,131.47,131.01,141.34,157.02,137.32,83.94,133.44,136.96,140.46,151.89,163.98,153.43,84.54,139.62,143.92,144.98,149.78,166.35,154.06,79.75,138.81,147.02,152.93,157.22,174.27,171.83,96.76,149.74,151.93,155.61,166.45,186.91,180.9,91.15,157.54,164.26,167.45,174.68,195.89,190.71,104.31,158.38,166.99,174.59,180.67,177.67,149.01,101.61,168.2,170.89,173.65,176.24,193.7,188.84,102.92,164.42,165.21,175.94,180.41,205.01,195.53,105.88,172.08,169.43,173.47,183.96,180.9,182.65,106.02,170.32,176.35,181.48,191.98,206.14,206.55,109.6,169.21,178.64,183.16,196.68,231.25,211.57,111.27,171.13,179.08,184.91,192.89,214.5,200.9,110.03,178.94,182.53,186.15,192.67,219.55,224.08,117.31,194.99,191.37,197.59,206.99,247.74,247.92,120.62,180.42,185.74,184.04,193.88,236.66,212.25,110.36,174.76,170.07,180.67,190.6,227.81,240.04,112.65,175.96,173.34,176.84,185.8,215.71,222.17
