"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19"
"2418","county","Cassia County","driving","","Idaho","United States",100,104.8,104.11,132.44,236.56,144.48,107.46,139.68,135.42,120.72,121.1,153.47,137.01,109.9,102.67,119.73,126.73,131.23,152.93,154.38,113.48,137.01,115.54,104.49,122.09,139.38,138.08,133.05,116.83,107.01,130.54,156.89,194.14,154.76,120.79,163.52,131.61,139.76,144.33,179.51,160.55,133.21,137.24,127.65,130.01,171.74,196.12,198.55,132.67,146.46,136.56,142.42,153.92,188.73,176.54,152.17,159.94,141.96,138.54,166.95,176.16,175.17,148.13,161.01,166.72,144.71,137.85,167.17,166.41,134.04,131.84,116.22,117.97,104.87,125.29,114.78,90.94,107.39,125.67,108.45,109.06,106.47,104.72,78.6,93.22,103.66,109.67,111.04,130.54,119.95,84.08,94.74,131.61,114.47,123.38,148.21,141.51,113.79,147.45,119.27,117.06,127.34,151.26,154,133.66,128.26,127.27,146.76,158.42,210.97,187.36,154.91,160.17,151.18,154.3,173.27,207.08,193.98,152.86,NA,NA,160.02,187.05,214.24,219.95,182.56,186.21,192.46,197.87,251.03,270.14,293.45,207.01,262.53,210.05,208.23,221.55,245.47,244.02,222.77,213.79,219.19,216.91,255.22,268.32,253.08,205.33,223.31,225.13,228.1,284.08,313.79,298.63,261.84,253.92,245.77,275.78,294.14,368.16,333.13,293.22,269.69,275.25,284.16,324.3,380.43,401.22,317.52,267.63,275.17,334.96,398.63,373.34,297.33,364.2,332.83,289.64,307.31,325.06,393.22,403.66,335.34,292.69,291.17,294.21,320.49,416.91,372.28,363.75,324.68,289.03,306.4,351.71,407.39,400.15,362.3,298.55,282.33,305.18,318.51,370.68,435.64,345.24,277.61,273.27,296.57,347.07,401.29,405.1,347.07,320.11,295.35,311.5,323.46,385.68,390.63,353.08,291.32,280.2,298.55,322.77,397.26,379.51,314.24,263.59,251.56,281.42,315.92,350.72,324.3,294.21,249.81,239.98,283.4,307.46,476.69,383.17,318.43,388.88,253.54,284.46,298.55,371.74,419.73,313.71,267.86,259.25,308.68,314.24,359.03,358.26
"2793","county","Elmore County","driving","","Idaho","United States",100,101.36,110.48,115.84,155.31,138.91,111.42,113.77,96.99,102.26,109.12,147.23,142.11,113.67,111.47,105.12,115.6,113.35,163.86,149.44,105.4,101.36,115.88,107.38,119.41,157,129.04,118.37,104.56,112.03,121.62,149.58,198.45,182.61,132.24,143.28,124.2,127.07,149.77,167.9,176.79,143.7,122.42,113.63,124.3,146.66,195.3,179.37,147.32,117.67,122.98,125.42,168.05,198.73,185.71,158.55,128.2,133.83,133.27,145.25,179.51,172.32,142.53,120.39,123.26,137.45,133.65,160.1,173.54,135.81,111.75,117.81,111.84,101.17,110.15,112.69,86.65,89.14,104.89,100.09,94.88,102.11,112.36,82.52,86.33,97.04,90.13,100.75,121.48,107.94,71.1,88.2,92.29,101.5,106.06,138.77,144.64,117.62,108.79,108.46,107.85,118.75,147.7,169.08,127.3,117.53,125.8,122.98,123.59,172.84,183.79,164.57,135.15,142.72,124.67,154.79,188.72,196.15,187.45,NA,NA,145.44,152.73,209.3,212.73,181.25,162.73,164.14,164.57,200,268.89,248.12,213.67,232.05,189.19,192.43,196.24,244.36,242.2,220.91,187.83,189.1,204.42,215.79,274.86,237.88,217.2,196.71,196.95,210.06,232.66,297.98,256.63,266.78,215.84,214.38,243.61,251.32,335.76,330.87,276.69,238.3,223.87,249.86,281.44,337.59,329.61,306.3,245.44,252.58,290.6,351.79,341.4,232.66,330.31,289.61,258.88,250.56,271.24,339.57,346.01,349.2,261.42,254.56,243.28,302.16,352.02,335.39,437.92,267.29,258.18,271.33,298.5,356.91,354.04,345.68,271.8,273.83,268.98,301.83,330.45,344.69,384.21,260.06,251.74,259.45,269.41,333.32,355.73,778.1,267.67,261.75,319.08,322.42,384.4,506.53,373.59,265.08,258.04,276.17,283.51,336.37,338.25,297.79,220.96,213.72,215.74,247.18,309.92,298.45,279.7,221.24,216.4,222.84,261.98,372.42,317.9,292.67,328.95,253.85,236.18,265.46,326.46,336.98,303.85,245.07,228.2,233.55,260.39,323.07,320.39
"3217","county","Jefferson County","driving","","Idaho","United States",100,90.75,99.12,92.12,105.28,118.3,56.6,92.12,86.35,84.88,81.7,103.91,112.43,50.15,75.78,76.32,77.1,90.8,115.41,120.3,60.13,75.34,75.78,80.92,80.53,100.59,102.59,58.41,98.04,86.45,87.82,96.72,124.8,126.37,60.37,116.1,78.91,85.03,95.55,102.64,111.15,66.98,92.07,86.45,93.59,103.42,119.03,125.59,69.37,96.72,85.57,86.74,94.42,117.17,110.67,72.06,95.45,88.06,92.51,97.55,121.82,97.6,60.37,98.92,101.47,94.81,105.72,101.08,92.86,73.87,87.13,82.29,67.86,82.09,86.55,73.09,51.52,74.51,81.31,74.8,75.54,81.31,68.05,47.55,75.73,77.84,93.25,100.29,104.21,80.38,45.55,83.86,90.36,83.56,84.93,113.5,109.74,68.4,95.94,97.5,101.61,101.03,117.86,115.9,77.15,98.63,104.65,112.77,100.44,133.22,120.45,91.78,108.32,113.16,128.57,127.01,156.41,141.14,83.22,NA,NA,120.99,125.83,160.32,158.61,90.56,137.62,136.35,139.04,146.62,176.22,131.02,110.91,156.95,154.7,159.44,151.42,173.87,179.16,114.82,153.13,156.07,161.74,156.6,188.7,162.38,100.44,129.55,155.77,166.78,178.91,206.65,198.92,135.96,168.3,164.77,151.22,168.54,215.7,205.14,140.51,192.61,194.67,210.18,210.13,244.03,287.57,155.68,190.9,183.56,213.41,252.1,246.48,183.27,187.13,216.68,192.91,200.2,232.93,270.5,249.02,173.19,213.06,202.3,219.37,220.5,240.61,244.72,176.61,224.8,216.1,208.02,219.03,255.72,229.65,203.38,217.17,201.22,206.46,240.31,248.19,218.44,188.55,216.05,191.63,217.51,242.56,236.06,242.07,165.22,212.52,203.03,203.28,211.89,237.43,222.26,169.42,212.13,202.74,195.3,204.55,223.48,217.71,161.84,172.21,167.56,186.35,194.81,218.69,228.23,129.26,174.61,181.41,202.98,219.03,247.36,227.89,164.82,202.69,172.9,194.62,231.51,304.79,284.98,165.17,183.86,191.73,200.24,242.51,266.78,252.01
"3245","county","Jerome County","driving","","Idaho","United States",100,107.02,130.64,129.07,177.13,150.94,102.19,134.77,111.84,120.8,134.09,164.97,181.2,106.64,115.41,116.29,135.46,132.77,168.67,169.17,109.71,100.19,120.86,115.35,133.83,160.9,146.12,117.86,124.06,120.55,150.75,156.45,215.23,192.36,133.15,154.07,139.29,135.34,170.93,182.71,191.42,135.46,136.34,130.26,142.54,166.04,190.1,188.35,148.68,142.67,139.1,143.61,175.81,203.88,181.14,170.61,138.16,152.44,155.58,182.08,203.7,200.13,165.66,158.15,150.63,172.56,159.71,178.26,177.01,140.48,127.32,124.12,132.21,116.23,124.94,123.56,93.11,103.13,113.22,108.33,108.71,121.55,106.39,83.4,96.43,105.2,118.55,114.54,128.13,112.66,79.57,107.08,106.58,117.29,121.62,143.42,137.84,117.29,111.28,119.67,122.24,123.37,150.25,157.58,121.12,123.37,140.85,151.63,153.51,206.89,185.78,141.98,156.95,165.98,155.7,174.37,205.7,211.84,164.85,NA,NA,177.76,187.22,216.23,220.43,191.1,183.46,196.62,206.08,226.32,289.72,250.25,219.05,248.18,222.49,220.11,235.21,249.69,265.04,228.38,217.61,238.53,218.11,242.36,304.45,273.87,220.3,208.27,226.69,250.38,256.58,307.64,351.07,277.01,250.88,241.92,264.66,306.27,340.54,333.4,286.34,288.53,271.99,284.09,348.25,392.73,403.01,399.5,306.83,293.23,349.62,520.74,402.94,282.96,362.59,340.6,310.84,314.54,333.33,385.78,380.33,328.82,287.91,261.84,300.63,315.04,397.99,369.61,350.19,306.64,290.91,305.95,370.49,449.94,403.45,405.58,316.54,311.78,333.9,337.47,465.6,470.05,359.27,308.58,321.93,318.67,358.65,395.11,410.84,381.33,341.17,333.33,347.49,362.22,404.2,446.55,369.92,313.78,284.59,314.54,325.94,382.14,356.33,324,270.24,281.2,279.01,289.72,361.53,369.99,314.6,253.32,255.76,277.63,335.59,525.81,391.29,328.07,371.49,259.27,290.54,306.64,428.63,431.39,326.13,278.88,269.74,329.14,322.12,390.54,370.3
"3329","county","Kootenai County","driving","","Idaho","United States",100,102.23,104.64,105.75,128.25,117.61,89.03,109.77,105.56,103.09,111.43,130.61,126.14,88.46,98.87,102.69,107.76,106.63,127.6,126.41,85.12,107.37,111.73,101.26,107.75,132.74,127.13,95.28,111.75,116.68,116.84,124.68,154.96,157.28,118.12,128.65,117.92,117.84,127.04,153.73,165.47,114.42,116.85,114.29,123.19,128.42,149.89,147.64,107.04,116.4,124.21,121.12,126.74,148.51,154.11,106.14,121.19,126.78,118.57,119.46,132.66,98.3,81.47,106.3,105.72,107.29,108.16,119.82,102.84,77.34,90.12,89.38,82.51,77.84,85.54,74.68,58.31,76.54,80.71,80.74,80.35,89.56,82.63,58.53,86.05,90.66,96.78,101.9,114.96,92.81,56.65,101.46,97.88,106.29,114.6,124.16,103.47,89.04,113.14,115.69,109.26,109.8,129.9,114.59,97.37,111.24,122.78,125.84,126.9,152.76,127.99,107.47,137.95,139.78,129.57,143.32,171.2,155.73,111.17,NA,NA,150.42,156.28,186.02,182.16,135.76,173.23,180.83,175.07,196.17,224.1,214.62,176.48,166.4,188.25,197.86,204.78,241.4,225.62,164.59,197.44,196.98,206.91,221.22,239.71,244.12,187.9,205.05,208.3,224.46,239.27,266.35,250.16,200.13,214.96,220.41,237.67,266.41,324.44,316.12,230.35,263.47,281.28,270.16,283.6,333.84,310.69,251.37,269.71,259.53,274.52,303.62,351.31,258.44,282.46,301.95,281.43,288.97,305.74,346.72,340.45,265.71,281.81,279.62,295.31,307.85,337.31,333.12,271.27,291.11,299.91,301.15,307.92,347.55,340.17,282.64,288.87,294.75,297.99,309.16,356.14,339.73,283.82,298.31,298.73,308.8,312.38,343.96,327.13,282.8,300.05,292.98,293.13,304.77,349.41,333.25,291.22,295.9,288.66,292.25,302.7,345.84,337.06,276.53,292.03,270.06,280.93,289.03,341.19,338.71,261.18,266.08,267.41,272.32,298,352.94,339.55,282.32,291.56,274.14,259.65,272.09,338.7,315.37,214.44,231.62,232.88,230.53,236.49,288.98,302.5
"3376","county","Latah County","driving","","Idaho","United States",100,101.45,108.4,104.87,131.31,139.55,107.67,123.12,105.13,106.95,122.45,143.08,179.37,99.38,103.27,107.78,96.94,110.32,145.46,173.72,115.14,102.59,105.44,101.04,117.63,159.77,173.04,134.27,102.64,96.84,108.55,122.86,172.89,173.67,117.21,122.14,105.91,114.57,116.23,156.92,162.99,105.96,111.61,124.99,114.72,138.52,191.24,188.18,137.43,105.29,120.17,120.37,123.64,202.28,215.45,150.23,120.01,134.01,111.35,123.33,141.78,99.64,82.48,69,72.58,73.15,90.1,88.02,91.91,93.21,74.75,82.74,71.7,75.53,84.81,86.26,63.35,69.05,92.85,69.78,73.2,84.29,87.71,62.21,70.61,74.55,77.55,84.76,96.42,80.04,66.77,79.73,76.52,92.53,108.81,106.64,100.57,88.44,103.11,85.28,98.03,103.11,104.56,108.55,96.84,89.99,95.28,102.49,111.04,117.21,122.19,95.02,101.35,108.04,111.15,132.3,142.41,147.54,105.96,NA,NA,122.91,133.75,157.91,166.46,132.4,139.04,124.62,124.83,143.7,174.65,170.09,143.39,136.96,134.94,144.95,151.27,168.38,169.26,138.72,138.21,150.96,143.75,166.67,179.83,159.15,144.22,146.81,148.89,158.94,154.02,184.14,153.19,152.62,155.88,146.4,169.05,176.62,203.84,192.79,149.25,168.12,169.83,176.88,204.87,252.93,252.57,208.24,183.05,169.1,181.54,188.85,216.02,142.87,172.63,194.35,189.22,191.14,208.92,226.18,210.94,197.25,198.5,185.59,202.23,212.86,246.14,216.17,185.38,194.87,203.89,203.68,212.18,236.03,228.77,201.45,215.14,196.84,202.02,208.29,265.47,357.02,232.35,195.33,184.45,201.81,205.96,244.84,248.83,217.31,228.67,212.34,216.28,247.59,320.84,320.27,266.56,263.5,297.77,334.53,354.54,377.66,336.03,273.87,280.25,261.07,272.37,262.93,315.55,313.37,246.76,239.09,253.03,259.72,260.76,314.2,276.57,236.18,267.13,246.35,226.7,238.26,278.9,268.33,206.79,212.18,218.56,213.69,216.95,274.81,261.48
"3514","county","Madison County","driving","","Idaho","United States",100,91.22,97.76,99.08,135.16,129.21,65,111.02,90.44,90.66,96.63,118.67,114.89,62.99,89.04,90.58,86.92,92.23,123.44,121.78,62.51,82.95,89.62,85.11,91.87,109.74,115.61,70.17,107.05,89.74,92.17,111.28,153.76,116.93,69.65,113.36,88.82,91.79,99.5,124,118.03,73.23,101.54,93.97,88.74,101.06,129.11,127.65,70.23,97.88,92.25,97.56,104.45,127.37,137.37,73.67,102.36,96.03,92.89,100.46,127.01,108.7,66.62,97.03,91.91,87.68,93.95,91.75,82.09,54.26,73.21,70.45,66.88,68.78,73.29,67.88,44.56,64.04,68.5,58.57,59.45,65.98,55.82,39.49,59.15,63.85,73.49,74.89,85.43,68.26,34.92,58.83,63.51,63.43,71.13,85.37,84.63,49.41,68.9,71.27,71.29,65.96,85.79,82.17,53.42,72.41,76.22,76.84,81.05,95.21,94.89,56.68,79.96,82.13,80.28,84.39,97.42,110.08,57.56,NA,NA,86.54,99.9,117.01,112.82,78.56,96.83,98.5,100.38,100.82,124.38,111.3,87.1,116.81,113.16,108.46,115.17,143.34,134.5,84.77,120.28,111.12,104.45,114.89,147.37,134.46,85.43,110.22,122.92,119.21,139.75,151.41,155.6,98.32,134.86,123.84,117.09,144.98,187.26,167.2,107.91,150.17,144.54,144.24,152.39,189.26,177.42,107.17,152.47,145.88,159.59,180.16,194.01,155.46,131.76,158.83,155.76,159.57,161.91,181.25,182.23,129.43,159.09,156.64,163.31,165.06,194.55,197.11,137.37,176.9,170.55,172.55,182.65,194.31,179.4,137.29,175.9,153.2,174.95,173.85,185.99,182.29,135.3,164.92,159.55,165.88,165.9,183.63,179.52,131.88,154.42,158.1,157.1,166.56,180.71,172.05,127.55,162.29,145.82,147.12,160.01,170.57,171.17,115.15,150.45,136.31,139.75,149.01,174.99,178.76,107.13,143.06,149.21,152.07,166.62,210.56,202.58,143.18,175.58,177.72,194.81,260.47,486.38,411.76,206.39,272.17,237.65,238.09,270.25,274.49,284.45
"3521","county","Madison County","walking","","Idaho","United States",100,90.37,75.87,86,76.86,57.4,32.57,65.44,63.36,61.57,59.78,72.29,64.75,34.26,56.6,54.02,50.15,57.7,70.61,56.9,26.81,46.87,48.86,37.84,52.83,60.97,52.04,25.62,43.79,53.23,44.29,57.1,67.92,48.66,23.34,41.51,46.67,43,47.57,54.72,53.53,23.04,43.3,47.67,46.97,52.93,63.26,51.94,25.72,42.7,55.31,46.77,47.07,57,57,24.53,50.45,52.73,50.84,39.13,43.59,34.06,23.24,38.93,34.96,29.89,40.52,32.87,26.71,18.67,27.21,21.95,23.54,21.95,20.95,19.27,12.31,25.02,20.85,19.07,19.17,24.03,16.39,8.54,20.16,28,25.02,31.88,30.49,20.95,10.13,25.02,19.56,18.67,20.66,24.03,27.9,14.2,32.37,43.59,27.9,23.44,23.34,19.27,11.62,24.83,25.12,25.82,23.93,27.61,22.64,15.39,34.26,30.98,28.4,26.32,31.58,28,12.51,32.27,25.72,39.62,38.63,39.42,35.05,23.63,38.43,32.97,42.7,32.97,37.64,31.58,20.46,32.87,47.07,43,40.81,44.49,41.31,22.05,42.8,46.77,43.2,41.01,49.95,39.92,18.07,38.93,52.83,43.2,43.1,39.62,47.47,21.85,47.67,44.79,36.54,54.72,57.89,43.4,20.66,49.35,45.58,50.84,44.69,55.71,43.59,26.81,51.54,46.67,54.72,50.25,54.02,56.41,26.22,54.42,54.02,49.16,55.61,65.64,52.53,28,49.26,60.77,63.26,58.59,56.31,57.89,29.39,58.09,58.59,59.48,58.19,56.9,55.71,36.74,60.38,48.66,66.04,48.16,64.05,48.56,31.78,47.96,56.41,50.15,63.06,51.54,45.68,28.2,49.45,56.5,56.8,53.33,69.22,44.09,30.19,61.97,57.2,51.14,49.65,55.01,45.98,30.49,53.72,49.45,57.5,54.62,53.13,50.35,26.61,57.5,59.78,62.66,64.45,68.22,54.72,34.46,58.19,78.55,96.72,147.67,332.57,342.7,202.48,376.96,299.3,247.37,220.26,227.81,165.04
"3662","county","Minidoka County","driving","","Idaho","United States",100,105.15,113.63,126.79,180.46,150.62,96.85,133.17,112.96,114.68,114.3,157.1,121.93,110.68,113.54,111.34,119.35,131.17,170.83,152.91,98.09,114.3,113.73,106.01,121.45,143.28,141.37,116.87,134.32,129.84,135.94,152.14,177.6,160.44,108.58,152.62,123.74,134.6,155,178.65,155.48,120.11,141.28,134.13,126.88,166.25,191.99,178.46,146.9,158.91,126.98,140.51,153.29,185.13,170.73,128.12,145.85,147.66,140.42,185.51,176.36,172.55,125.26,148.71,149.19,149.76,141.56,161.96,151.29,113.92,133.37,117.73,126.22,124.69,120.59,110.58,81.03,119.45,114.2,99.43,98.57,115.73,93.33,63.11,107.82,104.1,107.82,102.29,129.84,103.05,66.35,110.87,122.59,114.3,119.45,149.86,128.98,107.72,128.31,134.32,129.93,133.27,155,141.66,103.53,129.17,148.33,144.42,148.9,195.23,185.7,136.7,151.76,144.42,148.71,184.84,196.09,184.94,121.16,NA,NA,156.72,176.74,200,195.14,155.48,157.39,162.63,182.27,207.05,281.6,222.5,183.7,207.53,183.32,186.94,203.91,240.13,222.69,189.9,201.43,211.73,205.15,210.77,268.45,229.93,177.69,221.45,225.07,209.53,250.52,267.11,272.93,225.55,217.16,213.25,223.64,302.96,363.39,316.11,233.94,259.87,240.32,264.44,311.73,355.1,350.52,274.74,243.57,270.83,299.14,343.28,340.13,300,320.69,317.06,246.33,288.18,300,367.97,353.38,267.4,255.96,262.15,237.75,294.38,334.41,305.62,284.56,263.39,243.95,270.16,307.34,371.78,357.58,289.9,273.88,256.53,276.17,279.98,360.82,422.31,282.17,249.86,268.45,260.44,304.86,334.22,344.42,295.52,288.66,284.94,299.33,316.4,346.9,377.41,286.46,264.92,252.34,268.64,268.54,320.88,302.48,245.28,220.97,228.31,233.08,259.1,316.78,297.14,233.37,213.73,222.12,245.95,283.79,407.34,353.57,266.25,299.62,246.23,256.05,273.12,327.07,326.79,273.5,241.94,252.53,317.16,259.68,306.86,315.06
"3794","county","Nez Perce County","driving","","Idaho","United States",100,96.35,102.53,123.71,124.38,133.76,98.26,116.91,110.67,120,126.35,137.08,140.56,98.37,107.87,115.17,109.1,125.9,150.17,155.34,87.98,114.27,116.63,107.75,114.49,182.25,157.98,109.72,109.72,123.71,128.31,136.91,162.13,152.13,109.89,143.31,125.22,125.79,129.27,152.64,155.22,100.28,117.08,130.84,121.07,144.27,171.91,190.96,130.51,126.85,135.28,129.21,144.89,162.47,172.75,118.93,126.69,142.08,124.16,124.89,158.03,135.45,91.29,106.29,115.11,113.26,126.46,127.53,107.47,90.96,110.56,99.49,95.56,85.96,84.78,82.7,68.71,80.9,88.15,82.3,83.71,106.35,89.78,67.19,87.36,94.66,90.22,102.92,110.96,107.13,59.27,96.29,85.73,92.64,108.6,126.35,97.53,90.34,110.22,111.97,102.7,115.84,123.54,120.79,103.09,104.1,108.6,113.76,127.25,144.78,133.71,107.98,127.81,127.02,123.2,141.57,159.78,146.57,100.17,NA,NA,149.94,163.76,186.18,169.89,130.11,145.62,160.73,157.25,180.11,205.9,165.34,152.36,149.78,176.63,176.8,177.7,218.65,205.51,174.33,191.63,185.67,195,199.83,227.92,214.94,182.7,203.26,212.02,194.61,212.7,255.62,239.55,186.63,195.9,202.75,212.08,232.42,266.85,239.83,183.31,225.9,224.94,228.03,266.01,345.96,322.92,255.79,214.83,227.81,220.9,244.72,331.69,214.83,266.85,276.74,243.37,245.06,252.02,325.17,302.98,239.55,223.2,240,220.84,241.63,293.93,300.45,240.28,231.29,220.84,236.46,225.39,286.07,291.24,219.61,239.27,242.47,232.3,255.06,303.43,269.44,229.33,224.94,239.49,252.7,250.39,276.91,269.66,216.24,240.73,234.38,232.02,261.4,302.36,336.12,268.37,246.69,239.49,266.69,275.06,304.27,280.34,241.63,243.71,232.3,235.79,246.46,323.26,315.62,211.63,223.88,229.27,227.25,251.69,297.25,245.45,195.84,230.39,232.64,227.53,227.36,275.79,282.19,195.84,210.62,226.07,218.48,223.31,277.02,287.87
"3911","county","Payette County","driving","","Idaho","United States",100,90,100.85,90.85,126.31,141.7,81.91,112.13,102.06,97.94,106.81,116.88,121.99,80.78,94.96,109.86,97.16,111.77,125.04,134.82,82.98,101.77,108.65,99.72,110.78,143.9,136.74,94.54,102.84,120.14,112.62,125.67,166.74,143.69,103.69,129.86,126.45,121.77,135.39,145.89,147.73,103.76,108.01,133.19,134.75,137.8,152.98,144.68,109.57,109.22,107.3,120.99,134.96,144.4,172.98,111.28,123.9,128.37,116.95,129.22,140.5,136.31,100.5,126.52,124.33,124.82,129.5,145.32,127.66,94.26,103.48,103.83,102.7,104.89,104.4,93.05,80.07,92.2,103.48,92.13,97.23,111.21,94.68,71.49,92.91,96.67,100.14,115.67,121.35,105.89,63.9,95.89,95.18,98.3,110.5,120.78,115.96,86.38,114.04,126.45,113.97,107.02,140.28,142.41,111.28,115.74,115.39,122.98,134.54,153.97,139.08,116.03,134.75,132.62,129.72,144.11,174.89,161.56,110.07,NA,NA,137.02,154.68,171.99,177.02,150.28,144.47,154.04,147.38,176.17,218.94,184.61,164.04,158.87,162.2,169.29,180.64,210.64,196.81,165.74,175.6,178.44,187.52,174.11,218.51,253.83,142.41,169.57,182.62,182.84,213.4,382.2,203.97,173.83,204.4,199.08,205.32,225.25,253.33,244.89,187.02,215.32,204.26,194.47,241.13,283.19,246.1,207.16,200.21,219.15,236.24,283.9,297.02,199.93,222.84,249.93,229.15,216.81,224.75,321.63,308.01,208.72,206.74,210.71,218.51,241.28,271.28,242.77,195.89,225.82,206.1,216.31,229.15,271.28,284.82,204.26,219.15,219.29,221.84,227.02,272.62,253.48,202.7,196.24,208.01,240.5,238.58,287.45,262.62,217.38,210.14,226.45,210.57,231.91,267.3,270.57,209.01,206.88,216.67,210.99,237.45,250.71,238.23,200,211.13,189.43,187.16,226.17,263.76,234.47,196.31,183.9,195.18,201.42,224.47,291.84,233.97,174.11,237.38,208.87,213.4,219.15,281.63,277.3,210.57,210.14,214.54,216.31,220.07,259.15,256.45
