"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19"
"2321","county","Buena Vista County","driving","","Iowa","United States",100,126.86,112.91,139.68,60.51,55.33,78.89,107.35,128.37,88.97,119.32,162.21,170.59,113.1,105.56,119.13,117.72,120.08,153.91,182.94,104.05,105.94,121.49,126.39,129.03,134.78,198.96,114.04,112.54,138.83,102.26,129.97,154.48,153.82,123.09,130.35,135.72,119.32,145.81,168.99,184.45,124.88,134.12,132.61,132.14,120.36,152.69,190.57,126.77,131.29,129.69,127.14,127.43,162.87,182.28,122.05,112.25,131.01,125.54,131.29,157.87,132.42,114.89,108.48,111.78,100.19,91.05,91.99,86.15,68.9,83.69,94.06,97.74,95.57,96.04,75.31,71.54,91.99,89.35,94.53,86.24,87.18,97.46,77.1,92.08,99.72,85.3,87.28,98.68,83.79,37.13,80.77,97.55,86.71,99.25,108.39,103.96,71.82,109.14,118.85,118.28,122.43,129.03,89.73,91.52,113.95,116.31,110.27,122.81,148.92,110.46,98.4,118,109.24,125.82,117.25,167.39,137.13,109.8,NA,NA,119.7,160.7,168.9,129.41,99.34,139.11,140.43,151.84,149.86,161.64,161.26,114.42,134.68,134.31,147.41,155.42,176.44,139.02,151.84,167.86,152.5,142.88,159.57,177.57,167.2,136.66,160.89,160.98,195.76,177.57,192.65,162.68,156.36,155.89,168.71,203.77,201.04,214.14,185.58,152.5,182.38,187.94,203.3,237.51,242.04,194.53,175.87,211.97,209.14,201.6,255.42,227.71,201.04,180.21,230.07,231.57,211.59,214.99,294.63,209.52,205.28,209.99,222.15,220.64,233.55,242.98,212.06,189.07,188.97,209.8,191.23,212.44,252.03,228.84,173.04,204.05,228.18,195.29,205,251.27,224.41,187.37,202.26,195.19,204.52,214.23,270.97,230.25,211.78,196.14,204.9,211.03,232.05,238.83,275.4,190.95,200.47,187.46,209.99,237.61,258.53,208.77,195.19,187.94,182.94,183.98,181.9,248.82,238.17,193.21,199.25,215.74,181.43,217.81,291.42,238.45,209.52,192.27,163.34,182.28,191.71,207.82,181.72,167.01,192.18,219.98,201.89,253.63,265.98,219.32
"2398","county","Carroll County","driving","","Iowa","United States",100,124.53,121.68,124.18,44.99,55.09,70.03,111.83,101.3,80.83,100.86,125.13,134.46,84.54,111.49,123.58,119.69,113.73,139.46,133.77,86.7,116.23,125.3,122.45,125.73,117.96,133.42,94.73,120.12,132.21,106.13,100.43,159.93,142.31,92.06,111.57,124.18,100,141.19,133.07,197.75,125.82,125.91,119.43,122.54,130.4,166.06,176.25,117.7,118.13,134.72,129.97,119.95,138.69,148.27,104.06,106.65,105.87,120.73,126.34,123.32,105.27,68.83,89.46,89.81,78.84,80.22,89.55,74.87,56.99,75.3,76.42,81,79.71,87.13,64.34,52.16,93.26,89.9,82.04,77.03,73.92,69.6,68.39,93.52,93.44,80.31,87.65,104.92,70.9,44.47,85.06,95.16,92.31,95.51,88.17,77.2,73.06,99.83,100.17,100.69,106.74,99.91,96.72,73.49,89.46,112.69,100.78,112.61,144.3,99.48,88.77,93.35,107.77,110.02,126.51,145.85,126.25,93.09,NA,NA,132.47,135.75,155.7,121.85,108.72,159.41,132.99,144.73,157.69,187.74,158.46,106.22,113.04,132.21,153.02,156.56,169.69,147.93,109.67,137.39,165.28,158.29,162.95,172.11,159.33,136.44,174.96,138.86,173.14,187.65,194.39,175.04,122.02,157.86,173.92,182.99,193.18,190.41,167.18,147.58,162,207.25,194.82,199.65,207.77,188.17,142.75,180.83,179.62,176.08,195.42,185.32,149.83,146.2,176.94,180.83,193.61,205.18,211.14,217.53,158.81,185.75,180.57,201.04,187.82,229.88,205.79,167.27,189.12,219.95,202.42,192.49,202.42,186.87,163.04,176.86,181.69,202.25,205.79,223.58,195.42,164.42,184.89,179.71,203.89,198.79,259.84,211.4,159.24,162.95,176.86,199.65,183.16,213.64,186.1,165.89,166.49,170.81,193.7,183.68,218.48,183.42,157.6,172.88,160.88,169.26,162.78,211.57,165.63,125.73,165.98,180.14,168.13,168.22,212.87,199.65,146.8,121.68,144.47,170.47,179.53,211.23,183.77,148.88,168.31,169,192.49,187.48,210.36,231
"2412","county","Cass County","driving","","Iowa","United States",100,110.91,96.96,121.29,84.62,78.35,100.54,115.47,96.69,84.08,90.16,140.34,130.32,133.72,111,102.59,101.7,120.21,140.16,135.24,103.58,103.58,122.81,119.41,128,133.99,131.04,122.09,111.18,110.02,109.93,105.28,156.17,164.22,121.29,134.79,117.62,111.27,138.28,175.22,145.08,125.67,113.51,112.79,114.31,126.92,164.13,159.03,143.92,151.97,123.7,138.82,149.46,191.32,163.51,136.49,123.43,131.22,128.8,132.47,180.5,138.37,133.63,128.18,119.05,109.21,108.32,124.87,107.42,88.19,88.64,75.04,82.47,91.41,97.5,100.98,66.46,78.8,86.14,83.54,89.09,79.96,96.51,54.03,74.6,88.01,82.92,93.02,95.71,88.01,37.03,68.6,67.35,79.52,72.45,107.42,103.13,76.12,77.64,86.67,96.96,93.83,120.93,112.34,85.87,92.31,95.08,102.33,112.34,175.04,119.5,101.97,91.59,105.01,105.72,110.55,150.45,143.56,118.78,NA,NA,108.94,140.43,176.74,139.8,137.21,151.25,124.51,159.66,155.55,203.67,184.97,147.58,147.67,160.29,160.02,158.05,182.74,185.6,159.57,162.34,145.35,139.98,161.27,225.49,204.65,180.86,157.25,153.58,175.67,201.16,241.41,231.75,191.68,188.19,195.35,170.21,193.92,263.15,274.69,193.47,200.81,199.28,212.43,227.91,270.75,267.8,253.22,201.88,213.24,230.41,263.6,277.91,168.78,253.4,250.63,220.48,232.74,277.46,270.3,296.69,237.75,206.08,185.15,213.86,236.4,305.9,282.47,232.11,198.03,202.77,188.64,233.18,284.26,274.42,247.85,225.58,201.43,210.02,255.37,289.53,309.84,277.37,223.7,200.98,219.32,248.12,309.03,327.1,278.35,218.6,213.42,252.24,247.14,303.31,284.44,242.13,195.08,188.19,181.22,223.35,251.25,267.8,205.99,171.74,165.74,174.24,193.02,241.06,239.18,189.53,188.19,173.08,169.77,196.06,291.23,243.83,197.76,204.56,186.67,161.09,198.48,235.69,226.48,201.97,192.31,163.15,166.64,201.34,235.06,213.06
"2425","county","Cedar County","driving","","Iowa","United States",100,108.04,128.77,138.69,100.44,95.23,125.39,124.78,108.65,96.62,99.06,118.4,153.66,126.77,102.55,108.04,102.11,114.14,164.14,174.94,119.68,98,99.22,106.82,120.9,138.64,162.47,123.5,103.1,101.61,99.45,112.36,155.54,157.37,139.52,123.28,108.04,106.26,122.56,167.79,160.42,145.07,108.98,97.67,104.05,122.78,179.93,164.02,146.51,117.9,118.13,114.69,120.29,158.76,181.71,142.41,122.78,115.69,119.35,144.96,207.15,147.34,127.55,114.14,109.98,102.88,97.73,117.79,118.74,88.53,83.2,79.82,84.76,82.32,91.52,73.73,72.12,83.98,76.55,73.45,76.66,82.71,77.61,70.34,73.5,84.15,85.2,74,97.34,72.62,55.88,77.55,87.75,79.27,86.59,86.75,91.3,87.69,96.01,90.41,101.16,98.95,104.05,101,89.97,107.26,95.57,92.57,104.32,135.48,122.12,107.32,105.93,102.99,107.54,125.61,145.51,142.57,103.6,NA,NA,125.33,113.03,156.37,180.49,129.1,132.21,131.93,145.34,154.93,188.25,175.11,154.77,147.17,151.05,157.26,157.43,198.56,193.79,166.57,143.4,145.18,156.6,181.93,212.58,204.05,180.1,157.54,144.9,156.04,190.35,231.1,241.02,215.96,182.15,180.49,197.17,194.57,242.35,234.42,206.54,186.09,184.48,202.61,213.36,260.98,269.18,229.1,210.42,186.92,205.54,255.54,254.32,175.83,227.72,223.39,197.28,205.71,227.38,264.25,262.31,235.53,196.18,192.57,190.63,226.94,252.22,250.61,229.99,197.78,198.17,205.38,201.16,249.39,262.64,248.45,200.06,204.16,216.91,217.18,263.8,278.22,243.24,212.53,214.02,203.05,214.36,248.73,268.51,230.93,203.1,220.79,232.59,239.14,295.79,281.04,249.45,219.46,211.42,218.51,219.57,256.37,249.67,223.89,183.31,176.22,179.93,194.07,234.76,229.71,281.26,167.96,167.18,167.74,206.54,287.64,267.74,197.45,203.82,175,156.04,166.08,220.68,217.02,188.08,169.73,167.52,190.02,186.03,231.87,216.69
"2429","county","Cerro Gordo County","driving","","Iowa","United States",100,100.81,94.45,121.46,63.85,79.4,98.15,106.61,102.29,87.94,105.42,126.25,120.76,98.05,91.74,97.24,99.32,113.62,131.07,130.68,93.72,107.03,101.38,100.49,99.74,122.63,125.83,78.57,93.65,107.14,95.76,92.37,145.18,156.61,116.98,114.79,102.32,100.23,105.18,140.13,125.23,107.53,104.06,104.79,112.14,116.15,143.75,145.78,113.2,109.9,119.35,121.69,124.4,150.96,145.55,117.55,105.7,115.55,113.52,111.87,145.36,118.93,99.09,91.35,90.52,87.01,94.24,94.53,86.69,64.06,73.26,78.44,65.34,74.82,87.34,69.32,60.08,79.09,89.9,80.29,90.73,80.42,84.06,70.16,77.34,83.72,83.41,80.13,99.66,76.41,40.1,84.79,90.99,85.29,93.8,105.47,103.31,88.2,100.08,106.12,111.85,118.7,127.63,114.45,96.54,104.3,103.98,110.18,117.66,143.78,133.13,102.92,114.69,104.3,110.57,119.32,144.79,138.15,100.57,NA,NA,125.18,131.07,169.87,146.59,121.9,139.84,153.05,149.11,165.83,206.85,183.72,154.79,136.54,152.58,158.44,167.97,192.73,193.05,156.98,158.62,167.08,166.64,176.12,211.3,227.99,175.6,172.76,158.59,161.98,188.33,244.61,244.56,211.15,187.32,184.43,181.3,199.69,230.57,224.3,179.9,176.85,179.45,191.95,218.26,266.35,267.94,211.22,184.64,191.82,202.84,240.05,285.6,218.05,218.57,204.64,201.72,191.17,192.94,242.34,220.99,214.3,188.31,170.7,190.39,204.45,260.21,272.11,232.89,178.67,187.5,192.94,206.17,262.92,247.81,192.5,196.54,184.11,199.58,216.3,248.23,243.67,206.54,194.87,182.86,179.35,210.91,277.14,260.6,217.42,196.38,195.39,191.59,201.69,261.88,242.08,210.83,184.69,180.91,170.13,191.09,266.69,240.31,193.72,172.16,166.88,157.24,189.27,220.6,220.34,184.79,163.18,162.63,166.67,181.9,266.64,253.33,191.07,179.87,154.04,150.91,161.56,210.23,201.85,163.15,153.96,158.88,164.48,175.83,217.11,211.74
"2539","county","Clinton County","driving","","Iowa","United States",100,107.12,91.77,109.71,87.1,77.02,81.8,96.4,102.89,95.85,98.85,102.82,145.52,89.66,94.96,105.3,104.11,109.97,127.54,128.84,95.14,107.86,99.67,101.78,116.27,125.69,127.54,81.62,105.04,107.64,102.71,101.22,129.17,134.91,97.52,102.97,116.05,111.97,118.87,125.35,134.28,99.15,102.04,100.59,111.64,119.61,130.91,149.07,116.75,109.34,120.31,108.41,119.57,131.17,138.25,105.3,105.82,116.2,119.68,124.02,129.13,124.43,89.4,96.74,86.06,81.1,94.07,89.92,84.21,56.3,77.91,80.95,83.06,83.28,89.7,73.57,58.23,81.69,83.95,87.92,90.99,98.07,81.47,71.02,83.21,90.07,87.25,83.17,90.07,80.58,49.89,88.51,91.36,93.66,92.18,99.11,100.07,83.8,103.82,105.23,103.22,107.19,108.71,95.77,95.66,103.3,102.22,112.08,120.9,142.74,140.25,114.2,119.61,116.53,123.68,131.02,158.3,147.63,92.62,NA,NA,136.77,131.58,170.94,154.71,106.15,138.21,144.92,148.3,152.78,182.69,168.31,153.04,130.06,158.23,163.86,159.12,184.32,180.76,149.67,135.84,147.52,173.42,172.39,204.71,206.41,160.16,165.79,150.44,159.45,197.66,215.75,235.47,183.02,194.59,204.08,190.25,202.04,223.28,211.71,152.97,166.6,188.51,201.22,204.3,213.83,241.33,195.74,174.02,185.88,188.84,207.52,235.17,190.4,173.65,196.78,199.89,197,200.89,237.81,220.16,174.57,187.92,198.3,172.09,216.16,232.02,233.06,185.8,176.13,182.36,196,195.74,216.38,221.79,184.69,177.87,181.36,183.95,183.25,218.31,215.86,161.08,182.25,184.91,188.55,203.52,221.09,204.04,161.08,146.96,146.18,190.14,178.39,221.39,211.64,166.64,195.63,205.78,234.84,209.19,224.09,202.71,161.19,176.28,173.13,167.09,181.91,209.04,196.89,148.63,163.83,186.73,175.24,195.96,241.4,242.29,171.02,153,162.19,182.13,181.76,201.3,189.58,157.01,174.43,184.69,179.8,207.75,222.72,212.31
"2646","county","Dallas County","driving","","Iowa","United States",100,106.97,103.1,110.74,68.36,98.09,88.73,108.58,98.43,90.89,101.94,122.16,152.57,100.16,93.39,106.62,111.87,114.95,132.59,152.45,101.73,104.41,104.8,108.75,114.08,126.03,161.62,107.24,100.73,106.63,105.09,104.71,148.7,162.52,113.09,110.67,106.11,109.42,124.35,152.44,177.19,117.41,100.47,108.7,112.04,116.16,156.35,177.21,114.26,109.59,114.17,119.73,126.04,158.45,180.45,122.83,108.46,115.39,111.41,114.52,136.2,116.16,83.22,86.71,82.8,69.87,67.34,74.47,70.04,50.27,62.79,62.54,65.51,70.63,73.24,62.93,55.01,70.81,74.6,77.45,69.45,68.38,69.22,61.45,68.13,78.02,75.02,70.87,90.48,73.9,41.86,69.8,75.53,74.19,78.37,84.25,89.31,76.56,83.38,89.02,87.97,97.59,100.85,104.38,83.79,94.31,91.63,92.11,107.86,133.85,109.22,92.88,95.96,96.65,106.2,111.27,130.66,121.42,86.95,NA,NA,111.94,115.73,154.34,133.07,110.36,125.05,137.2,141.94,148.42,171.24,149.79,120.8,119.53,134.04,154.08,156.11,177.35,162.94,126.22,147.38,150.07,158.45,162.96,186.19,182.47,144.6,162.78,152.8,159.52,179.68,215.82,205.82,156.66,171.73,181.3,181.36,191.3,211.34,209.98,145.81,164.59,183.86,192.16,199.6,225.18,226.39,177.69,183.12,190.48,197.58,204.85,205,157.73,157.64,183.74,183.07,196.75,205.24,241.95,237.25,184.33,183.6,177.67,186.91,204.57,232.68,229.75,184.94,185.45,185.51,200.8,206.08,231.92,229.27,176.01,198.35,196.07,196.65,213.16,231.47,225.65,182.24,198.28,190.22,195.17,193.46,251.61,239.13,189.43,178.96,210.65,203.47,216.42,239.84,228.55,180.03,183.79,186.97,190.5,193.28,229.75,233.63,171.95,167.94,173.4,172.37,173.05,212.3,220.12,165,162.57,170.78,171.57,184.39,220.77,209.83,163.44,152.82,150.09,153.65,162.52,193.34,212.85,161.61,164.46,167.21,167.82,184.39,218.2,234.79
"2710","county","Des Moines County","driving","","Iowa","United States",100,103.78,105.43,113.39,91,100.91,86.74,109.26,98.83,102.78,97.96,103.09,129.35,93.96,99.48,108.61,101.48,111.22,127.04,151.04,95.13,96.35,98.83,97.3,99.7,119.26,137.91,99.87,94.74,112,101.83,105.65,129.78,151.61,102.04,113.22,101.26,106.48,108.26,136.3,156.61,113.39,101.04,112.09,113.26,121.87,141.35,165.7,123.17,105.96,110.7,122.22,114.04,152,158.61,118.22,113.04,123,105.83,115.52,140.39,132.65,97.91,93.7,91.17,86.48,85.83,93.17,78.13,58.35,72.48,80.26,83.57,89.09,92.83,90.09,62.83,83.17,86.35,94.04,100.52,91.48,83.61,68.13,80.17,85.87,92.52,99.7,106.26,79.57,54.74,85.91,85.7,94.57,93.39,95,95.09,78,101.74,96.65,103.22,104.39,116.78,100.83,91,106,98.96,94.26,123.78,140.61,115.7,89.13,110.26,121.13,110.91,121.87,152.52,138.43,107.22,NA,NA,133.61,140.13,167.43,145.65,115.96,144.39,140.13,155.13,159.7,180.04,158.7,152.91,138.74,163.09,165.39,161.26,189.7,201.61,132.39,159.39,165.3,156.13,171.83,197.83,233.74,165.83,166.35,154.39,170,191.39,217.13,232.74,176.35,177.35,198.83,193.7,189.48,219.22,236.26,169.87,164.09,192.39,201.57,203.65,259.43,253.57,177.52,176.83,191.09,183.65,201.83,248.39,189.61,197.39,185.26,193.96,205.74,199.61,270.65,279.65,181.96,175.52,207.09,173.17,205.65,244.04,241.04,182.96,175.61,176.74,186.26,197.78,228.3,246.57,185.39,188.52,178.57,190.04,199.17,231.57,218.48,162.17,168.17,184.43,176.74,189.61,227.13,218.57,158.83,152.52,158.39,190.43,204.74,231.96,236,181.7,172.43,170.22,172.61,194.7,214.74,197.48,149.09,148.09,156.35,152.09,167.65,191.78,209.96,133.17,142.04,143.65,164,166.22,199.09,203,152.3,142.87,154,158.13,169.7,206.35,201.04,156.74,167,163.57,159.22,177.74,231.65,215.78
"2714","county","Dickinson County","driving","","Iowa","United States",100,104.15,96.65,101.77,55.6,59.22,82.61,105.56,103.53,91.97,120.21,322.68,415.8,257.55,103,107.33,106.18,105.47,136.72,170.43,101.77,101.68,98.23,97,110.5,115.89,144.04,83.67,91.79,110.94,110.5,106.27,142.28,151.99,121.09,105.74,102.91,115.71,118.8,163.46,196.2,124.01,94.7,127.18,112.89,110.5,141.22,161.17,116.86,99.21,107.77,127.36,119.77,160.11,167.7,106.44,100.44,119.24,110.59,103.09,142.01,130.8,114.21,88.26,85.53,83.5,73.43,73.26,81.73,61.25,67.7,79.88,74.49,80.58,89.32,71.32,68.49,84.82,82.88,89.76,76.61,87.64,89.23,77.14,91.7,110.41,94.53,91.17,121.62,98.32,32.39,76.88,72.29,87.2,91,135.39,126.39,100.26,112.44,121.01,153.05,138.57,158.87,158.61,133.19,165.4,139.1,129.21,179.61,255.78,231.33,194.62,181.38,133.63,162.49,183.94,233.8,214.83,147.66,NA,NA,177.93,214.03,290.64,312.89,198.85,205.83,231.16,241.31,285.61,421.01,597.97,476.88,381.99,210.15,273.61,287.64,376.08,412.97,333.1,242.63,265.67,284.64,324.8,494.97,597.09,458.69,299.29,255.16,273.26,347.22,538.04,620.21,474.49,307.41,294.79,308.21,329.74,492.06,537.25,414.03,338.66,348.54,368.93,442.81,557.11,697.09,534.95,413.42,381.47,454.37,622.42,1050.84,1152.25,914.83,438.92,398.5,366.02,406.09,621.01,672.9,593.82,402.65,377.58,419.24,469.2,637.51,746.87,623.04,410.15,394.09,414.47,458.61,651.54,752.16,627.01,422.95,466.11,421.62,477.93,615,694.35,601.77,401.15,382.44,409.53,453.75,621.8,747.57,632.04,367.08,334.33,341.84,379.61,562.31,619.86,551.37,302.38,288.35,306.44,396.38,528.42,604.24,484.82,259.49,229.39,242.98,291.97,425.86,519.59,407.94,211.21,217.12,236.19,267.08,555.78,746.16,671.14,448.37,204.68,194.88,225.33,287.2,328.86,293.56,218.36,190.38,209.53,242.45,342.28,397.62
"2748","county","Dubuque County","driving","","Iowa","United States",100,109.11,98.23,114.29,98.85,101.56,99.54,106.27,103.51,103.88,101.12,124.41,169.98,121.14,101.24,107.34,104.99,114.58,145.01,167.77,110.71,104.72,104.02,106.19,116.09,141.46,170.54,107.1,100.75,106.73,104.37,105.4,160.2,177.03,131.66,99.97,106.49,115,117.53,155.88,167.14,120.74,106.78,106.19,112.52,121.97,165.98,194.13,132.03,112.32,118.54,116.15,128.22,146.98,164,118.61,108.49,116.23,115.03,107.83,140.58,127.52,97.1,96.7,94.11,79.97,75.66,89.62,72.86,54.62,64.62,70.16,74.05,68.13,78.2,65.24,54.38,69.39,71.53,68.8,74.55,79.38,79.11,63.72,69.06,80.17,77.93,73.49,89.52,74.22,45.94,76.14,77.2,81.65,87.1,92.91,89.72,75.35,87.82,90.59,86.47,90.89,100.32,96.78,84.76,93.1,93.18,96.51,110.83,124.19,112.65,95.75,100.28,101.48,107.23,111.02,142.16,135.61,87.84,NA,NA,122.28,123.88,159.68,142.39,109.48,126.24,133.67,141.25,156.13,179.21,157.45,146.46,132.16,143.88,146.32,150.55,185.87,184,150.64,147.94,155.65,165.13,171.11,212.28,204.2,159.96,167.4,148.83,158.69,190.8,231.46,230.98,182.81,177.58,185.02,185.71,200.37,216.82,218.28,171.99,161.83,190.94,193.79,213.96,231.85,235.51,200.49,198.83,201.33,206.6,224.65,249.45,198.63,182.39,196.03,181.1,191.94,196.4,252.1,243.21,207.53,199.59,192.58,182.81,206.16,236.7,238.46,196.93,194.94,181.38,208.24,217.13,253.61,244.12,198.57,190.2,197.58,204.03,212.35,240.44,245.05,193.08,190.05,192.48,190.32,206.17,259.17,236.48,193.73,160.45,210.29,229.97,232.75,262.29,243.96,200.82,197.03,193.98,196.1,215.81,247.85,255.81,228.72,188.52,179.77,182.6,187.63,226.58,243.1,193.45,165.03,162.87,176.32,194.02,254.23,272.13,202.95,187.97,171.97,155.11,175.71,213.54,227.42,185.79,163.76,178.48,178.98,193.89,238.62,248.74
"2849","county","Floyd County","driving","","Iowa","United States",100,90.49,87.53,115.07,54.89,47.8,88.7,84.57,99.1,87.53,95.16,100.99,103.41,89.69,83.77,92.02,79.91,108.79,127.98,147.8,93.9,84.13,88.34,88.88,94.08,117.22,113.27,70.67,84.48,91.84,79.64,85.83,122.51,132.38,92.56,87.89,98.74,90.31,103.95,125.38,135.61,99.1,100.18,97.13,92.91,118.03,137.49,165.11,91.3,102.33,95.07,100.81,103.68,130.94,119.01,105.65,90.22,96.23,99.64,106.55,123.05,104.39,95.43,85.92,75.34,83.68,87.98,99.64,91.03,63.59,70.85,70.67,71.93,69.15,74.71,58.39,57.67,66.01,63.14,72.38,64.57,73.63,68.79,65.56,59.37,87.8,75.61,80.27,88.16,64.3,42.51,70.85,82.15,84.04,82.15,82.42,86.28,62.6,82.51,93.45,87.44,101.26,106.37,89.06,67.26,86.46,83.23,82.15,105.29,127.89,109.33,74.35,105.11,95.7,97.94,110.58,156.77,145.92,78.65,NA,NA,107.8,129.69,141.97,141.52,111.03,115.78,125.38,127,136.86,153.09,138.74,100.63,108.88,121.26,124.93,132.91,156.68,141.43,126.73,119.28,129.87,134.17,130.58,167.17,147.09,141.26,138.03,122.42,135.34,154.53,183.77,173.9,145.74,155.16,156.86,173.09,178.03,191.3,154.53,147.62,131.12,150.31,150.22,191.03,195.87,185.74,159.91,159.01,164.22,164.66,180.9,187.53,157.31,175.52,161.88,159.28,159.01,161.88,203.14,203.41,174.98,170.31,145.92,170.67,161.97,198.03,190.31,158.74,142.6,140.09,162.33,173.99,189.87,170.58,178.83,175.07,160.45,160.81,169.6,206.73,192.29,168.16,167.53,134.44,159.1,160.27,204.57,182.87,152.91,141.35,173.54,150.58,171.12,210.4,172.83,165.11,146.64,136.23,143.5,158.83,212.11,180.63,157.58,147,126.1,127,146.55,194.44,156.23,160.54,130.94,134.62,129.42,158.48,240.27,174.71,164.22,147.98,133.63,122.87,142.06,189.06,162.24,146.55,125.92,135.52,125.56,155.61,201.52,173.63
