"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19"
"2265","county","Bossier Parish","driving","","Louisiana","United States",100,98.18,103.89,102.2,131.14,144.14,90.77,108.32,104.78,92.78,104.37,127.29,132.05,77.59,100.18,101.08,100.5,105,127.34,141.99,88.68,98.94,103.58,100.4,103.71,131.68,152.4,94.1,98.05,106.14,104.47,122.72,170.54,166.3,97.5,113.07,115.17,110.11,115.08,146.04,168.91,100.01,110.52,117.97,117.86,150.27,165.2,169.57,110.48,121.01,123.56,115.45,132,170.97,198.22,111.03,118.29,133.96,126.74,129.84,135.6,134.93,85.57,96.99,89.46,87.73,85.79,86.2,75.8,51.55,65.92,65.43,67.13,72.28,79.96,59.84,54.46,61.24,66.64,69.31,67.6,72.21,52.87,46.43,67.24,68.42,71.11,73.36,77.54,63.46,43.98,69.45,74.77,81.92,81.79,88.13,76.2,48.36,82.33,85.93,73.12,93.61,99.78,95.92,77.07,105.06,90.52,108.67,116.4,132.44,110.56,85.39,117.76,120.83,118.95,121.51,128.37,121.52,82.82,NA,NA,130.01,131.2,148.41,125.42,100.21,145.42,151.56,146.84,159.26,186.57,151.07,114.66,119.04,150.53,156.75,155.24,183.7,171.06,119.26,154.08,156.84,161.44,171.34,196.22,185.86,127.27,149.14,165.06,172.07,193.25,214.86,211.27,141.39,171.21,172.62,174.33,187.06,213.92,205.87,131.84,164.92,163.25,169.24,173.49,197.74,206.08,138.35,166.1,178.22,186.16,199.45,190.62,149.69,131.54,158.61,159.21,165.67,176.54,209.01,201.69,137.01,163.77,169.66,171.48,175.72,197.79,188.36,130.9,165.92,165.47,166.12,176.87,199.66,184.89,135.73,169.22,164.32,171.23,175.03,189.3,200.21,135.4,170.89,177.16,169.92,180.32,205.04,203.16,141.71,168.78,166.12,163.59,174.89,196.72,196.33,134.96,163.56,166.63,166.12,164.89,199.66,193.71,130.25,155.06,162.75,175.92,100.35,215.92,203.61,145.06,175.55,179.53,165.89,180.09,210.52,198.94,143.33,142.45,162.82,166.96,164.35,201.98,202.01,125.14,156.53,165.19,164,170.18,195.01,200.61
"2350","county","Caddo Parish","driving","","Louisiana","United States",100,98.71,102.91,102.75,125.66,118.96,80.75,104.08,102.83,98.19,103.07,122.04,115.89,72.71,100.95,99.62,98.95,108.27,128.91,130.2,80.09,100.88,101.86,100.02,107.27,127.21,128.47,83.78,98.9,104.71,108.68,127.05,160.52,154.66,91.91,110.79,110.14,107.98,115.64,146.41,163.37,112.89,112.14,115.81,120.76,134.12,157.05,146.74,95.91,118.81,123.75,111.84,131.75,159.69,159.21,102.62,117.37,127.25,128.37,124.93,134.11,127.68,83.9,98.69,94.54,91.31,91.15,90.56,77.46,56.11,67.2,67.09,72.95,75.62,84.26,61.31,51.63,65.52,68.29,72.76,69.16,74.54,52.76,45.81,68.84,71.92,72.32,75.48,78.74,63.01,43.21,74.86,76.25,85.25,86.58,91.84,74.99,48.03,86.69,89.8,76.7,99.22,101.53,85.73,67.73,92.72,85.39,100.15,104.47,120.04,99.08,79.53,106.1,112.34,110.37,115.45,121.95,115.64,83.47,NA,NA,119.42,123.88,139.61,118.39,92.33,133.54,138.53,135.29,145.05,168.02,138.36,99.15,106.3,135.77,145.34,148.44,171.28,148.59,110.81,142.22,143.95,148.77,158.77,183.65,164.57,117.03,143.42,153.72,157.64,165.14,191.63,178.58,128.37,152.77,159.34,157.82,170.66,198.29,184.89,119.86,154.35,152.7,155.84,161.14,183.13,178.19,128.72,156.09,164.05,167.6,183.12,173.97,142.47,121.01,151.48,150.26,158.72,164.27,193.88,175.23,129.57,151.37,156.75,162.8,167.55,185.73,168.71,122.28,151.27,149.77,157.96,169.32,194.07,172.34,121.14,158.88,165.61,163.77,172.36,186.1,186.54,129.3,162.1,166.22,160.91,170.95,193.93,179.62,128.69,162.48,158.58,156.15,168.45,190.55,174.26,126.58,153.51,154.91,151.85,158.8,187.79,173.5,123.43,145.98,156.97,171.96,96.28,214.78,190.06,138.93,167.89,175.04,166.9,174.3,200.62,179.38,131.73,130.17,158.69,160.41,157.81,186.08,184.49,119.49,150.54,157.51,156.12,164.04,191.39,176.01
"2351","county","Caddo Parish","walking","","Louisiana","United States",100,100.71,103.35,103.88,120.28,117.46,68.37,108.29,97.82,89.48,99.18,115.64,118.52,60.61,102.82,99.59,103.17,108.11,127.45,152.03,77.9,95.53,102,88.18,109.82,130.39,136.63,75.49,94.65,94.18,114.76,116.81,165.49,250.38,80.6,99.71,105.7,99.47,103.7,129.63,270.55,198.18,102.12,117.93,110.93,123.46,147.85,148.44,84.24,112.76,120.16,106.53,133.74,156.5,151.91,102.12,116.23,141.33,124.63,121.69,136.04,129.57,72.78,102.65,95.06,93.12,90.53,87.65,76.9,66.84,67.61,84.36,93,101.88,92.3,59.49,59.79,63.67,74.31,78.89,74.84,82.19,58.79,58.08,79.95,91.59,78.31,91.42,92.59,75.9,45.68,72.6,81.6,88.95,90.42,94.42,70.14,46.97,91.59,99.12,80.42,110.29,98.94,88.65,72.55,97.53,86.83,103.23,109.05,117.93,98.77,79.54,113.17,107.94,109.23,112.35,119.22,127.51,94.77,99.82,97,124.93,131.16,144.62,121.28,97.82,157.2,143.21,138.15,152.44,174.07,144.56,104.82,110.52,141.74,153.67,154.14,191.59,160.2,106.94,158.26,156.5,162.26,178.37,197.12,180.54,122.05,160.26,171.25,170.96,184.36,194.47,178.78,114.17,169.02,164.08,167.08,186.71,215.64,182.13,104.7,169.9,158.91,178.01,178.66,185.89,171.31,123.87,165.73,181.07,169.9,172.9,194.65,151.91,107.94,159.38,166.55,173.31,170.96,224.16,189.95,138.57,171.49,179.07,191.24,189.95,201.47,176.43,128.1,159.14,163.73,166.84,197.18,217.64,187.77,121.28,172.96,184.66,183.3,184.24,202.29,198.41,133.39,177.19,184.42,184.89,213.64,244.8,211.41,125.34,185.71,198.12,173.96,183.25,211.46,194,132.1,157.03,168.37,179.48,192.89,217.4,207.29,119.4,187.07,178.84,169.84,100.88,229.39,227.04,154.03,188.42,187.54,182.89,183.01,194.3,201.23,142.86,120.58,175.25,176.01,170.55,213.64,208.41,123.22,172.25,173.84,178.48,194.36,217.05,206.35
"2354","county","Calcasieu Parish","driving","","Louisiana","United States",100,105.91,112.96,109.24,133.91,120.52,92.14,110.47,106.45,105.38,108.31,128.61,122.44,84.49,99.68,100.32,103.08,112.99,138.27,130.51,85.42,103.53,105.32,103.32,109.52,129.45,123.29,91.26,102.11,106.29,106.75,121.8,149.96,138.62,104.71,110.68,111.95,107.28,118.39,157.4,172.11,116.51,123.23,134.53,126.4,126.39,155.38,141.32,100.5,117.27,120.76,120.49,131.64,167.56,166.57,120.43,121.91,133.9,137.27,139.87,153.12,133.14,103.34,110.56,94.27,91.93,88.93,89.25,69.09,55.64,71.79,63.15,65,69.28,75.66,62.52,54.64,67.17,65.27,68.82,65.29,71.77,57.64,51.03,66.59,67.69,72.79,76.29,68.17,62.38,41.71,76.73,79.79,85.99,86.12,89.45,73.14,59.5,85.91,87.96,85.6,91.52,102.12,86.84,77.84,92.42,86.17,96.04,99.87,117.15,98.06,80.61,101.15,105.48,108.82,114.02,115.45,106.61,80.25,NA,NA,120.36,115.03,136.7,118.46,94.46,135.46,154.17,147.48,153.85,175.32,158.07,121.71,123.51,142.06,148.37,152.96,180.9,177.25,132.7,144.48,153.58,159.17,173.31,188.91,184.67,119.5,142.43,149.74,159.26,175.74,209.35,207.43,153.34,162.97,159.39,162.56,168.54,196.84,176.73,127.22,144,155.67,156.08,158.39,183.53,170.89,135.97,150.07,159.42,168.47,178.78,174.31,144.5,126.28,161.99,157.25,168.06,177.84,194.8,181.96,132.77,152.75,163.92,162.94,167.09,198.23,176.18,136.89,152,158.85,167.29,167.62,180.61,164.93,126.97,149.53,154.24,163.85,177.92,192.15,175.42,142.58,171.63,164.67,165.31,174.43,193.52,174.48,136.62,162.23,162.53,164.42,173.58,194.99,198.37,143.31,173.79,162.59,160.61,165.75,192.35,169.21,139.69,187.67,274.04,154.72,111.95,158.38,215.76,208.46,242.94,298.54,324.25,326.52,360.74,319.98,243,292.25,305.29,324.31,319.5,316.71,265.06,214.79,276.29,277.37,285.49,287.49,284.39,238.92
"2355","county","Calcasieu Parish","walking","","Louisiana","United States",100,94.39,93.35,94.95,122.92,113.14,80.61,96.15,94.87,101.12,90.71,111.94,115.95,59.05,95.67,91.35,93.59,96.55,112.66,136.06,87.66,88.46,95.91,100,93.91,116.43,115.46,75,88.46,90.54,97.6,113.78,146.55,125,85.34,90.79,101.76,87.98,99.28,126.12,140.46,116.51,103.77,288.62,105.37,124.2,133.17,125.56,80.93,103.85,101.52,100.24,116.67,147.84,146.63,80.53,112.26,105.93,121.07,112.74,131.49,125,86.22,112.82,89.98,95.59,88.14,87.9,72.28,57.53,73.24,64.74,69.47,70.83,87.66,63.86,50.96,74.04,71.07,83.73,67.71,76.68,67.79,55.05,70.83,64.02,80.37,88.7,100.96,77.48,49.52,85.42,82.53,81.41,101.76,96.31,94.87,75.32,97.12,95.43,83.41,96.71,115.14,103.21,73.16,103.37,86.3,97.68,114.34,118.67,107.61,84.38,104.81,107.45,109.94,119.47,108.49,107.69,86.7,120.91,95.35,128.85,123.24,141.51,123.08,93.91,165.54,152.8,173.16,172.2,206.33,175.32,129.33,138.86,150.88,157.77,178.04,182.53,185.02,119.23,162.58,168.83,167.39,174.84,206.25,193.35,125.32,167.95,152.8,174.44,206.49,235.26,205.21,130.21,177.96,180.05,211.7,186.94,193.91,169.07,137.18,161.3,182.05,189.02,178.53,206.33,191.99,138.62,162.5,165.46,191.75,185.18,202.08,142.55,123.96,197.52,193.75,217.79,216.99,224.6,208.49,124.2,192.47,208.49,197.28,199.28,207.61,173.8,128.61,175.56,188.86,206.25,205.45,188.22,166.03,128.13,203.69,192.39,180.21,223,209.13,184.21,141.35,200.24,225.64,213.7,226.04,235.98,195.43,138.54,190.3,203.53,201.76,197.6,230.53,207.61,154.49,214.66,200.24,231.57,202.8,227.8,185.9,137.34,169.31,107.13,64.26,102,123.4,178.85,194.47,228.13,269.47,291.35,296.88,282.69,268.99,218.59,272.04,286.78,309.21,309.54,296.96,262.02,227.4,289.82,289.58,298.48,302.64,296.39,251.52
"2673","county","De Soto Parish","driving","","Louisiana","United States",100,122.27,114.93,112.05,145.45,124.69,102.26,121.25,119.42,106.32,120.42,136.96,119.02,89.68,113.79,117.87,113.91,117.07,144.61,132.96,99.54,118.06,122.49,102.73,121.87,151.83,125.34,103.66,117.63,126.3,132.06,147.55,173.54,136.25,123.64,139.34,139.84,123.73,151.3,175.68,142.63,116.67,136.52,132.16,140.89,161.28,194.33,159.54,121.19,129.99,142.1,121.53,150.34,191.85,189.19,145.38,135.32,155.73,152.26,151.95,155.98,163.1,120.2,127.42,123.54,133.46,115.83,111.18,99.41,71.81,90.86,91.82,81.88,85.19,114.87,68.71,67.38,86,89.53,89.25,85.63,89.99,67.66,59.2,92.81,86,95.29,99.75,90.46,67.38,54.28,98.14,93.99,109.63,103.16,108.21,85.38,52.01,94.58,99.66,88.6,116.67,123.23,100.96,84.26,106.32,101.86,113.26,107.78,132.5,105.02,86.25,117.38,120.07,126.64,123.67,132.09,121.41,90.58,NA,NA,128.44,130.45,148.95,121.16,97.99,138.94,144.14,136.71,150.81,178.66,149.32,107.28,127.29,149.81,146.75,146.62,181.38,151.33,116.98,143.65,149.81,160.56,162.39,195.91,164.31,124.85,145.94,140.55,152.32,167.01,194.61,183.18,161.62,164.22,165.06,155.39,186.15,219.33,201.02,126.21,173.02,160.22,162.76,170.48,194.14,183.64,156.1,156.94,170.42,179.86,187.05,187.89,138.41,141.29,171.16,156.1,176.67,177.76,204.96,185.38,149.94,164.16,166.26,158.27,182.37,191.11,195.85,139.44,165.4,167.84,164.16,188.26,206.66,184.08,149.47,174.26,167.57,164.22,178.22,198.51,189.68,140.92,161.74,163.66,163.6,163.1,193.46,180.48,132.71,173.67,174.5,168.77,170.94,205.36,168.22,144.64,167.38,165.92,145.2,170.14,184.73,165.95,142.87,158.55,191.79,206.94,100.81,274.01,233.67,180.82,185.69,194.7,172.58,190.55,243.59,183.24,152.01,167.04,171.9,181.47,172.09,206.23,172.68,135.75,158.55,166.39,163.1,177.97,191.76,167.53
"2764","county","East Baton Rouge Parish","driving","","Louisiana","United States",100,101.79,107.66,113.51,128.82,112.15,81.59,94.2,105.16,101.75,105.49,125.97,111.89,65.09,94.81,98.68,101.77,105.56,133.83,112.89,71.19,94.21,99.7,96.63,103.49,123.43,110,75.82,93.65,108.98,107.91,114.45,150.94,125.47,78.69,98.94,110.8,107.53,114.99,146.06,115.77,72.53,95.71,85.63,114.08,118.12,142.71,134.14,87.11,107.75,112.48,106.67,117.63,150.3,135.49,91.51,109.91,114.52,116.27,116.91,128.82,108.68,78.25,86.67,74.09,70.67,69.81,75.4,55.66,40.61,52.94,47.86,51.08,53.21,57.23,48.16,37.27,49.17,51.07,53.19,53.59,59.97,46.09,38.76,51.88,53.87,55.15,58.48,58.8,51.94,30.77,55.98,59.73,62.6,66.18,70.6,58.21,44.56,66.94,66.34,67.54,66.33,78.3,67.74,52.72,68.04,66.5,69.88,78.38,87.22,73.48,58.51,77.64,83.53,82.07,85.52,87.06,83.74,58.8,NA,NA,92.91,89.96,105.86,95.65,72.72,101.94,107.71,106.73,115.61,125.11,101.64,80.81,84.13,105.78,117.69,122.89,133.14,117.4,89.01,111,116.69,115.26,121.96,139.99,118.98,62.41,97.07,122.39,125.78,133.7,145.44,134.42,94.11,121.61,129,134.36,136.63,152.74,133.28,85.01,113.71,122.27,122,132.21,149.23,135.98,98.31,128.71,130.39,134.24,137.58,126.48,97.81,81.09,111.37,120.5,128.78,135.18,147.39,134.28,96.81,120.12,128.2,129.54,131.32,148.21,132.91,94.45,121.08,124.24,130.34,134.49,141.53,128.31,93.05,122.19,127.59,133.8,144.25,151.47,136.34,99.02,136.67,140.7,141.98,146.12,159.76,145.34,101.47,135.87,139.18,141.33,146.01,167.23,157.27,127.02,154.17,155.7,158.87,154.8,179.37,166.22,119.61,119.32,125.44,117.65,104.12,178.7,156.97,117.71,147.75,160.85,159.65,169.54,184.22,153.25,114.96,117.93,143.9,149.07,155.02,173.33,155.99,113.94,137.14,137.35,141.72,149.8,168.73,153.15
"2765","county","East Baton Rouge Parish","walking","","Louisiana","United States",100,122.83,213.27,194.75,172.39,162.64,95.37,97.61,148.59,129.01,119.26,182.45,137.05,63.65,113.74,118.68,114.63,114.77,142.56,132.85,78.83,110.1,112.1,103.89,110.7,130.65,130.43,82.18,100.86,114.67,113.45,120.04,183.27,167.46,79.57,109.79,124.89,114.4,107.67,148.71,321.02,67.99,93.15,77.66,106.5,124.42,161.14,152.85,86.48,119.38,119.58,108.21,124.09,149,157.91,97.55,121.42,115.76,115.68,124.4,136.89,128.29,89.26,90.15,74.55,75.77,78.77,80.99,58.57,52.09,62.41,55.63,56.49,61.55,63.14,57.31,43.94,56.76,56.66,65.36,64,66.88,56.31,46.9,60.05,63.32,65.46,69.84,81.28,65.48,35.53,68.55,71.57,75.93,74.35,80.37,65.29,52.79,82.43,75.91,78.11,74,92.1,75.66,60.71,79.92,70.85,80.62,90.39,97.28,85.02,59.35,82.86,92.68,94.26,96.44,96.24,89.26,63.55,90.39,78.44,109.18,103.78,129.54,112.26,85.23,121.72,132.57,125.43,138.22,153.34,119.46,97.84,95.43,129.01,142.36,148.96,168.96,148.71,109.53,137.59,139.85,137.15,149.06,168.36,145.09,73.73,117.16,152.97,145.48,162.95,176.63,168.83,110.7,147.11,153.84,157.87,160.89,176.65,154.54,95.6,134.13,140.01,149.13,158.36,188.29,167.68,111.66,152.93,161.59,168.13,163.22,159.19,118.33,92.47,131.99,143.9,159.74,173.34,195.87,167.56,110.86,143.26,159.68,162.46,160.52,179.76,160.46,111.58,143.8,157.31,162.79,166.41,173.09,159,108.7,144.21,152.34,165.25,170.56,188.15,173.85,122.16,167.68,181.83,183.13,182.56,208.91,200.72,127.48,167.06,195.12,178.79,194.51,226.64,237.79,231.02,365.21,322.34,328.53,301.44,297.26,261.37,208.91,206.81,274.33,171.38,156.2,288.07,223.86,167.19,248.92,243.26,250.4,239.6,241.6,200.54,152.79,156.7,206.89,223.64,215.96,247.89,234.35,152.6,201.23,190.58,193.29,214.11,233.22,228
"2766","county","East Feliciana Parish","driving","","Louisiana","United States",100,115.3,118.14,132.78,147.07,138.63,115.05,126.59,110.37,126.92,116.47,154.93,184.7,86.37,111.87,115.3,109.95,125.67,156.44,159.87,86.71,103.18,117.14,107.36,130.35,158.44,133.95,111.54,107.61,104.1,107.94,147.07,146.32,169.31,106.61,112.54,143.06,127.42,116.39,159.95,131.35,100.25,118.65,150.67,126.51,154.52,180.27,178.6,123.91,123.41,143.31,117.56,155.6,168.06,170.07,124.25,120.74,126.17,134.03,136.87,141.47,129.52,117.14,106.27,109.03,99.16,100.59,106.61,104.93,74.5,75.17,78.51,112.54,91.97,105.94,95.32,74,102.84,77.17,88.8,85.62,107.27,89.46,74.41,85.2,84.78,109.53,108.03,108.19,93.9,56.94,102.17,95.23,107.19,109.95,124.16,116.81,77.76,113.13,123.33,112.12,110.28,123.41,127.26,97.58,111.62,106.86,110.12,122.74,134.78,132.86,103.18,110.87,130.94,147.32,134.28,127.93,130.35,109.62,NA,NA,132.44,121.99,144.48,153.68,108.78,153.6,153.68,145.82,162.04,182.27,168.98,129.77,135.95,153.76,155.1,152.09,187.88,168.81,141.3,163.13,160.87,146.57,160.54,188.46,181.77,92.39,138.04,173.16,167.73,180.35,205.27,177.76,139.63,182.44,193.23,176,203.68,195.82,213.04,160.45,173.91,164.72,162.88,169.06,196.24,188.55,143.98,163.63,156.1,193.23,174.16,188.46,161.71,138.46,167.81,169.48,161.79,177.59,191.22,177.68,142.22,173.91,164.05,177.34,181.1,203.18,188.71,150.08,168.14,180.69,156.1,186.79,184.45,184.53,136.37,154.93,159.36,164.88,181.77,189.05,165.89,149.58,185.87,162.79,183.78,196.07,217.89,189.3,171.07,170.99,165.8,158.19,203.26,209.53,176.34,142.81,153.18,183.03,195.07,169.23,185.2,190.3,131.77,155.18,162.54,138.88,138.96,197.49,192.06,147.07,177.51,176.25,192.47,202.76,234.2,212.54,174.33,143.81,172.49,176.17,196.07,214.05,180.85,137.96,174.41,159.7,177.17,220.9,212.63,247.58
"2815","county","Evangeline Parish","driving","","Louisiana","United States",100,110.91,119.34,120.52,140.45,131.96,90.27,116.8,127.89,103.3,115.39,138.8,157.9,85.02,103.66,113.44,113.92,117.22,140.98,150.12,82.31,106.9,108.73,111.44,128.3,140.98,150.35,101.36,112.79,120.58,118.04,134.96,158.43,164.62,99.88,122.41,125.65,125.41,131.6,192.57,270.7,142.69,258.96,222.88,153.13,150.65,167.81,154.95,119.1,121.64,124.06,116.39,140.21,178.89,161.97,119.99,127.59,127.59,133.43,135.55,150.06,146.46,101.18,117.16,108.37,110.44,105.48,110.44,91.1,65.92,77.48,81.25,84.38,92.57,96.34,96.7,64.45,84.02,88.03,81.9,83.55,98.47,77.54,67.75,83.31,89.62,87.5,106.72,84.96,87.03,56.25,99.29,105.78,109.08,115.04,110.55,96.11,79.13,112.56,121.29,112.97,117.16,146.99,129.48,103.36,121.88,126.18,110.97,133.67,164.27,132.08,101.47,139.62,153.01,139.68,149.94,149.65,143.57,109.14,NA,NA,141.86,148.05,188.27,144.75,119.1,159.67,168.51,173.11,193.1,221.05,174.53,128.77,137.44,160.61,171.52,174.88,211.62,176.95,137.32,178.07,153.01,179.89,180.66,210.79,199.53,112.5,163.38,183.2,185.32,215.21,223.88,190.68,155.6,185.79,178.18,193.4,186.67,230.42,182.67,139.92,168.81,180.01,190.57,194.22,220.75,191.69,139.33,172.76,184.2,174.59,203.66,181.6,171.58,124.53,169.75,170.7,183.08,208.61,208.43,214.21,155.48,170.34,188.8,159.14,184.38,233.73,209.49,142.22,163.38,188.33,190.39,185.02,212.91,225.47,144.04,180.9,168.46,183.61,217.87,217.04,181.49,143.51,179.42,187.5,179.07,210.26,239.86,210.85,143.34,184.38,188.8,184.26,206.49,229.89,213.74,153.3,183.61,190.8,191.57,202.83,221.64,218.93,143.28,164.74,178.66,182.96,174.23,246.4,260.38,231.19,252.48,250.35,240.51,242.69,283.02,252.12,188.62,185.61,219.04,235.2,237.79,256.72,232.02,181.84,228.6,216.69,233.37,225.94,258.31,243.34
"2884","county","Franklin Parish","driving","","Louisiana","United States",100,98.16,101.36,98.74,142.5,95.93,81.22,108.71,100.19,88.38,100.29,114.71,121.97,83.64,92.45,108.91,103.29,117.42,129.43,97.39,84.7,118.68,108.71,91.38,119.26,134.95,113.75,82.96,88.29,97.39,95.55,119.65,141.82,112.88,86.35,103.29,110.16,99.13,111.23,134.56,111.04,87.51,114.62,134.08,121.3,121.68,138.24,115.3,97.39,117.33,122.75,95.55,123.33,135.04,142.01,107.45,119.65,112.78,127.69,119.36,131.27,131.56,100.48,106.58,116.94,115.49,107.07,93.61,78.7,49.66,65.83,64.67,77.44,81.03,85,59.15,60.7,72.6,81.51,70.47,93.61,92.45,68.44,65.25,87.9,82.77,82.67,95.45,94.68,69.02,41.24,87.22,92.16,85.96,95.06,93.51,88.48,51.02,93.13,98.26,94.87,100.68,97.87,93.32,68.44,112.78,104.16,97.48,100.48,110.16,106.1,83.64,107.74,118.68,109.97,139.4,121.39,126.04,79.57,NA,NA,122.56,115.88,153.82,136.11,79.48,133.69,132.72,143.76,148.5,163.12,145.89,99.03,118.97,136.21,141.72,143.85,174.64,175.51,129.14,142.59,133.79,165.63,158.57,175.61,145.89,107.65,131.46,143.47,155.18,138.14,197,156.63,124.98,149.27,158.57,184.12,193.42,212,176.86,132.43,142.11,145.11,142.21,159.54,170.47,144.24,124.88,173.86,155.37,179.19,198.55,211.52,128.07,134.46,180.83,157.12,148.5,158.86,215.2,170.96,141.24,172.22,166.6,171.93,158.66,182.58,153.44,137.95,139.21,152.18,187.32,162.05,186.83,141.24,116.26,139.3,159.73,149.95,163.5,177.06,149.85,130.11,143.37,168.44,155.95,154.21,200.39,170.09,141.92,145.11,142.01,164.96,156.73,185.96,170.67,124.01,147.43,162.34,145.01,153.63,169.6,153.05,121.78,172.7,153.24,188.58,149.27,238.53,239.5,160.21,182.38,189.25,196.71,194.19,264.18,297.68,177.93,156.73,160.89,158.28,168.44,207.36,194.58,145.21,168.93,153.05,181.99,165.15,182.77,180.74
