"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19"
"2964","county","Grant Parish","driving","","Louisiana","United States",100,90.88,97.92,100.09,125.63,108.84,84.93,123.74,116.61,90.34,102.71,127.89,119.49,81.41,94.58,89.53,106.05,108.39,135.38,132.4,83.21,101.81,97.2,85.65,102.44,125.63,133.94,100.81,100.27,94.77,97.92,112.27,140.34,135.74,100.72,102.98,111.91,93.14,108.84,148.74,138.99,101.08,108.48,119.95,112.55,136.37,158.48,163,97.92,101.9,129.96,110.74,118.5,169.86,168.95,92.78,104.69,125.27,109.21,117.15,126.35,135.29,99.82,110.65,104.33,101.26,95.76,91.43,79.6,62.64,85.65,80.32,85.56,81.86,83.66,82.49,65.79,81.86,81.68,86.73,90.52,84.3,65.43,59.57,80.51,88.81,86.19,89.53,94.13,77.8,60.74,82.76,92.96,85.38,89.8,106.5,95.94,62.55,88.27,101.08,95.49,103.7,112.73,99.19,91.52,103.88,89.26,101.08,113.18,120.94,107.31,83.12,129.96,108.12,124.46,134.21,115.97,109.57,96.03,NA,NA,135.65,125.9,130.14,125.54,98.1,124.46,138.81,127.26,171.12,170.49,166.52,121.57,129.69,132.76,137.45,153.79,172.11,176.26,121.75,148.74,134.21,144.04,151.08,176.9,176.35,118.68,126.35,138.81,149.64,161.28,181.68,163.36,134.21,146.21,155.51,154.69,160.65,208.03,167.51,125.36,132.22,128.25,134.75,156.86,169.86,150.9,121.12,133.03,138.99,160.38,172.2,170.67,149.28,132.49,138.81,131.5,145.85,154.06,188.81,172.11,124.46,149.19,173.29,163.9,174.73,179.06,159.75,129.87,139.8,173.29,148.65,160.83,185.29,169.49,110.02,148.74,159.57,149.1,167.15,201.9,234.75,151.99,145.31,155.42,165.43,191.16,193.68,176.71,155.32,135.65,174.19,155.23,159.93,228.43,246.39,155.14,146.66,137.64,148.01,152.89,190.07,174.19,129.42,145.04,147.29,158.03,123.47,191.61,188.18,200.72,208.48,200.63,203.7,255.14,303.97,298.92,285.29,286.01,286.91,264.62,260.29,262.64,232.67,178.97,203.88,205.32,197.74,213,279.15,222.92
"3163","county","Iberia Parish","driving","","Louisiana","United States",100,112.76,115.77,112.33,133.11,104.9,75.69,105.81,106.15,112.59,106.69,126.23,122.44,68.46,99.29,109.24,107.83,112.72,128.29,121.37,74.1,107.24,115.17,102.73,111.29,120.23,115.87,85.95,105.23,118.33,120.57,117.26,138.97,126.55,90.05,112.13,121.68,121.08,115.18,145.89,116.74,94.84,124.93,103.64,132.09,128.27,147.91,136.88,89.2,120.83,126.4,115.98,129.31,147.04,134.26,99.56,121.89,122,121.92,125.74,141.28,112.96,81.23,109.73,96.44,94.69,93.26,98.02,79.02,59.08,77.22,70.53,76.14,79.93,86.42,76.11,52.94,79.62,82.62,82.15,78.01,88.31,67.54,58.79,81.81,78.66,83.63,87.71,76.84,72.85,47.42,82.54,88.7,93.99,98.34,101.95,80.03,65.51,101.59,105.47,101.41,102.31,120.06,96.14,75.8,104.03,104.66,105.05,114.75,128.74,111.87,84.78,118.76,122.75,120.38,131.58,126.23,116.87,94.28,NA,NA,138.08,131.26,143.18,118.71,93.72,134.3,147.92,140.31,153.05,164.42,149.25,116.35,117.12,138.16,147.82,155.05,166.09,140.11,112.16,142.04,150.71,150.15,164.23,179.78,155.59,79.28,125.51,160,166.73,170.57,179.2,168.76,124.63,156.8,161.2,163.9,166.89,185.71,167.34,115.59,138.42,148,147.3,154.48,175.53,145,114.71,155.59,166.48,167.46,161.92,153.49,132.67,100.88,148.44,154.47,170.33,165.59,169.49,155.91,115.28,153.9,164.52,174.02,159.29,178.74,166.34,120.7,149.32,165.83,167.62,169.37,165.9,143.55,113.53,148.99,153.28,153.39,170.82,174.49,159.86,119.91,166.61,169.08,168.58,162.52,188.75,156.33,119.71,156.8,162.15,165.64,167.83,184.36,161.85,122.44,148.73,167.78,163.88,166.63,175.66,160.86,120.23,139.75,130.4,126.05,89.27,166.24,162.28,125.46,173.56,186.73,191.56,186.72,211.33,176.75,135.89,132.17,166.74,172.33,173.56,191.59,172.25,121.18,170.46,167.33,172.51,170.8,191.67,148.2
"3164","county","Iberville Parish","driving","","Louisiana","United States",100,124.71,96.32,110.08,135.18,174.65,173.53,114.9,97.81,107.5,118.88,127.86,116.37,68.3,95.75,102.22,106.51,107.61,125.49,177.37,70.77,94.67,109.28,99.18,104.98,129.21,107.09,86.81,102.81,113.07,133.44,133.14,167.7,120.78,86.31,114.31,114.33,121.21,127.86,171.25,151.7,132.57,130.29,107.5,122.58,131.52,159.09,127.38,92.8,112.37,117.69,158.26,129.01,166.24,142.86,104.98,126.31,126.06,131.25,140.16,146.61,119.02,104.53,110.1,93.26,86.06,85.49,120.05,68.37,47.68,64.07,59.13,61.83,69.62,69.83,52.11,41.21,59.29,65.71,59.68,59.93,57.94,48.55,39.34,67.18,63.13,63.91,64.5,61.37,53.3,33.17,62.79,65.23,64.34,67.91,73.26,53.46,44.55,71.77,70.31,67.04,71.29,77.28,69.78,55.02,73.28,72.39,71.34,91.63,89.46,78.86,63.95,88.43,87.41,85.05,88.41,93.69,78.19,66.99,NA,NA,91.54,98.06,107.7,91.29,76.89,99.86,103.93,112.05,122.99,132,113.42,86.19,88.43,112.32,122.24,125.85,139.61,119.11,94.86,115.63,132.53,123.68,125.9,135.36,126.08,58.49,93.07,129.99,135.75,135.11,152.18,137.6,117.14,148.11,132.85,135.31,145.67,165.74,140.87,103.77,119.47,132.37,129.49,146.63,155.84,129.81,111.02,144.21,147.54,145.9,154.31,134.61,100.05,112.32,134.13,133.35,135.09,145.97,155.66,137.46,108.41,139.2,130.74,141.3,132.94,155.63,137.23,104.34,132.02,131.43,134.65,140.09,151.27,167.54,97.55,126.38,157.3,135.79,144.78,163.43,149.1,102.29,151.59,142.15,157.99,164.11,167.18,150.17,116.89,136.25,144.96,143.52,151.63,173.17,138.7,108.91,139.47,140.75,143.15,145.35,159.29,137.69,116.21,106.74,118.06,129.62,113.46,177.1,164.07,114.99,169.87,173.35,163.31,179.82,194.22,186.29,114.08,120.94,146.86,157.58,166.45,202.03,142.58,111.84,164.71,138.65,140.46,152.14,172.53,128.96
"3241","county","Jefferson Davis Parish","driving","","Louisiana","United States",100,116.18,106.06,110.93,156.13,126.1,121.4,121.24,105.38,104.09,119.68,147.11,137.13,106.23,98.35,109.21,118.06,116.15,145.98,141.28,92.28,100.23,109.24,101.01,109.76,153.79,135.08,117.41,105.48,105.32,104.83,129.31,174.12,152.59,129.28,123.38,119.91,108.17,128.18,199.12,176.65,153.6,146.5,124.45,151.36,140.37,173.38,152.01,140.18,117.19,123.18,122.41,139.23,197.28,206.39,158.63,139.92,142.48,160.7,165.66,195.1,181.91,194.16,131.74,110.93,110.28,103.11,110.47,92.41,75,82.91,82.1,73.64,77.37,82.1,71.53,67.8,71.92,74.25,73.83,69.75,87.71,52.85,56.03,67.83,66.05,83.72,82.46,76.13,62.87,45.53,76.85,76.88,85.86,90.76,94.13,72.05,57.26,85.77,93.71,89.59,91.67,105.38,88.16,81.65,94.71,88.55,91.7,105.61,122.18,107.78,100.45,108.46,114.4,110.96,120.01,127.53,125.75,99.84,NA,NA,134.5,121.92,148.99,126.49,122.37,131.78,179.18,145.14,158.92,203.34,200.29,139.72,151.13,143.84,158.98,167.57,188.39,183.04,157.49,153.53,143.77,154.12,178.08,193.9,182.85,121.04,135.64,152.53,158.66,178.79,211.12,206.55,182.26,174.64,167.12,168.68,191.05,240.63,203.66,161.32,158.24,154.7,151.88,163.36,209.95,198.38,163.81,161.74,166.37,187.09,197.89,187.42,153.63,171.27,170.2,158.43,179.25,172.73,200.55,202.53,169.36,156,159.05,155.74,166.86,209.99,192.96,155.09,157.98,155.42,163.62,166.37,199.55,174.25,151.23,161.22,148.18,161.41,193.61,202.5,192.83,170.43,169.46,160.38,171.14,185.7,217.96,202.43,180.19,162.61,164.11,159.21,180.8,202.24,198.7,170.14,165.95,154.7,161.09,170.69,196.21,177.95,158.27,155.74,359.18,221.24,208.33,404.83,558.79,468.32,435.77,434.53,530.74,539.33,546.21,509.4,320.62,401.17,375,367.19,382.94,462.65,415.27,282.2,368.16,297.34,374.38,316.34,355.58,294.23
"3242","county","Jefferson Parish","driving","","Louisiana","United States",100,110.22,88.84,93.55,108.55,101.45,69.24,85.09,85.64,84.13,86.44,105.13,100.04,61.56,80.24,84.29,83.33,86.79,106.96,101.91,64.03,81.94,84.96,81.46,87.38,112.69,104.14,79.52,86.5,90.38,93.04,101.18,136.96,120.04,77.14,90.53,98.45,100.95,105.01,151.35,138.31,112.09,114.63,100.71,106.73,101.31,114.5,108.58,76.42,93.21,96.45,90.89,108.72,122.49,119.2,80.37,94.49,94.62,92.93,94.23,101.55,87.16,59.8,69.82,60.6,57.98,57.17,59.62,42.95,31.7,41.95,40.38,42.24,42.89,46.54,38.48,30.45,41.23,42.62,43.02,43.8,48.97,39.43,31.76,43.99,43.06,45.24,47.41,50.69,43.61,26.62,47.15,47.15,52.55,54.11,58.25,45.88,37.15,56.08,54.68,54.27,52.42,63.39,54.23,42.4,57.48,58.38,54.52,65.16,71.8,62.32,47.07,64.32,68.79,67.75,71.28,74.2,71.44,52.17,NA,NA,75.68,74.21,84.63,77.32,60.29,84.33,88.97,90.2,93.91,104.69,84.99,65.74,68.65,84.53,92.55,94.96,103.42,91.8,69.7,90.14,93.95,92.85,99.77,107.02,83.77,43.89,70.92,97.44,94.67,105.83,116.73,106.42,76.72,99.07,104.75,106.73,108.96,120.37,110.21,71.9,91.58,100.05,93.99,108.38,119.74,108.96,82.17,104.54,109.61,109.75,113.69,109.01,80.36,71.55,95.86,103.55,110.51,112.89,123.46,112.24,81.9,101.51,106.76,105.53,104.47,121.76,110.4,77.4,102.42,106.41,106.38,105,113.2,107.6,75.41,98.51,104.77,109.9,115.67,123.05,114.18,82.03,111.44,112.18,113.27,115.69,128.77,113.43,83.63,109.38,110.63,108.65,110.24,128.15,117.19,85.74,104.41,104.81,105.19,106.79,125.37,115.36,79.98,69.22,79.89,81.04,78.39,116.11,109.39,79.12,102.83,109.4,111.85,115.55,131.57,116.68,87.23,81.52,103.81,106.56,111.77,121.41,112.64,81.74,85.82,70.62,100.41,109.31,125.8,109.86
"3243","county","Jefferson Parish","walking","","Louisiana","United States",100,106.98,91.78,96.19,112.43,126.94,80.61,103,93.4,87.67,84.96,115.49,114.57,66.94,86.11,90.12,87.25,93.06,110.04,121.58,73.02,92.71,92.49,87.15,92.53,125.61,118.81,96.19,93.99,103.1,98.97,109.64,153.62,166.09,95.87,98.34,104.43,106.68,105.06,152.85,166.44,158.66,139.25,194.51,119.31,121.76,123.02,133.02,90.08,102.67,107.69,99.66,108.48,142,139.55,89.72,107.02,103.18,102.53,103.87,115.4,109.07,82.77,87.63,78.56,74.13,74.68,76.3,57.33,50.3,55.87,55.97,60.34,58.22,63.12,57.69,43.91,59.01,56.11,57.55,58.44,68.3,58.89,47.94,60.49,59.17,63.28,65.2,82.59,63.64,37.75,69.6,64.01,68.46,75.3,77.91,59.05,49.25,75.43,74.51,71.23,67.06,80.3,67.49,57.57,81.52,80.65,76.72,84.01,93.85,79.17,67.51,83.79,90.2,86.13,94.33,86.96,89.11,74.82,81.68,74.17,110.2,92.67,117.94,105.1,82.23,117.67,130.45,126.17,131.21,143.79,110.89,90.91,98.2,115.57,132.55,125,154.64,118.64,93.56,131.66,134.27,124.76,138.97,142.98,106.05,63.85,95.02,132.19,125.61,145.91,155.91,134.21,101.17,136.3,143.95,146.58,137.21,156.32,145.63,93.81,118.68,142.49,125.79,147.43,162.17,145.1,113.97,141.01,147.11,144.11,147.33,148.36,109.55,98.08,136.28,137.98,147.06,149.49,169.11,154.17,107.51,138.28,143.87,153.14,141.6,175.32,150.69,102.81,141.15,151.56,149.76,141.17,150.59,141.76,105.26,136.8,141.86,157.02,159.84,162.91,155.79,103.34,149.39,159.43,156.88,160.16,177.87,147.47,114.39,151.92,151.26,150.28,153,171.42,164.17,114.01,148.99,152.21,141.44,146.36,162.98,154.15,102.94,103.6,114.72,108.74,106.01,153.64,149.55,109.23,144.82,151.09,155.22,149.74,177.37,159.49,111.62,113.4,134.13,146.7,143.3,158.95,154.72,106.4,122.67,107.41,142.83,143.12,166.17,156.5
"3344","county","Lafayette Parish","driving","","Louisiana","United States",100,105.55,108.13,112.91,131.85,117.61,85.55,105.15,112.28,106.97,110.62,131.82,120.87,71.87,101.76,108.03,107.75,108.52,129.4,130.24,81.85,108.78,113.47,109.86,109.15,132.79,119.12,81.19,102.98,112.2,112.16,124.61,163.87,160.51,94.11,106.43,113.78,113.75,117.4,154.58,152.87,93.79,117.95,113.22,122.91,123.9,154.8,136.13,89.58,113.95,119.29,114.42,144.9,155.16,159.09,107.31,115.3,117.41,122.96,119.65,133.07,117.04,80.94,94.6,82.01,81,75.21,85.1,61.83,45.3,61.89,55,58.61,60.19,66.43,53.36,41.1,59.62,59.12,61.83,60.07,67.01,50.65,41.44,59.46,62.62,63.1,69.96,70.55,55.23,34,64.55,67.41,74.07,77.4,82.25,65.78,50.29,75.97,80.19,79.13,81.3,92.7,76.21,59.39,82.95,80.06,82.36,93.81,103.33,86.29,66.47,92.96,101.09,100.7,103.72,104.89,98.2,67.12,NA,NA,110.59,107.44,128.69,110.13,84.72,121.53,136.4,128.46,136.82,151.99,131.64,95.43,97.43,125.83,139.08,141.27,156.05,142.19,104.66,131.83,134.9,133.03,144.18,169.04,160.43,84.61,115.68,139.4,150.47,152.25,177.22,175.86,115.95,142.03,149.21,148.92,154.38,179.39,161.79,101.53,130.79,139.52,136.8,144.15,169.71,155.51,109.29,138.95,147.61,149.14,157.94,143.13,108.36,89.57,134.48,138.09,146.33,151.91,173.69,150.8,104.9,138.81,143.16,147.11,147.25,166.61,151.06,107.88,131.98,140.25,145.06,149.58,163.85,142.33,104.86,139.52,140.21,149.3,158,169.89,153.22,109.58,151.02,155.8,156.14,156.23,172.1,151.11,107.07,146.08,151.95,155.91,161.4,180.54,173.86,124.56,157.36,159.4,160.85,160.45,179.29,149.62,114.33,134.55,124.52,109.16,100.86,177.64,174.23,141.59,193.42,204.5,202.91,203.69,219.2,190.49,139.85,146.69,185.97,184.27,194.63,208.15,180.43,133.14,173.29,177.97,176.2,180.81,207.2,185.74
"3345","county","Lafayette Parish","walking","","Louisiana","United States",100,115.55,139.17,137.25,140.49,119.59,86.33,99.53,111.04,107.23,107.42,133.11,134.81,69.38,106.76,99.15,108.13,96.85,120.76,146.17,78.82,105.54,113.1,100.75,96.76,118.32,123.63,74.5,101.69,108.03,110.38,118.41,179.24,313.48,123.16,102.77,111.46,110.43,102.49,137.11,270.46,82.06,137.25,287.36,108.97,112.96,141.38,140.72,73.37,102.54,114.19,106.39,136.12,150.07,165.95,102.35,112.21,110.1,120.2,118.51,127.05,135.23,69.23,92.72,80.13,82.57,80.08,79.1,58.57,43.45,65.95,56.98,66.74,71.07,60.78,51.01,40.77,62.61,65.34,68.53,59.65,65.71,49.55,43.31,62.24,62.75,63.27,68.72,117.05,53.55,35.27,67.73,66.32,73.09,71.91,80.37,67.92,53.41,83.56,78.77,80.6,80.98,87.32,70.27,57.73,77.17,84.88,80.13,88.63,91.64,78.63,65.43,92.39,99.62,97.65,99.11,105.17,92.48,68.58,94.22,77.41,113.43,106.2,136.07,115.97,90.23,129.31,139.78,130.3,137.48,166.23,137.58,97.65,105.78,129.83,156.36,165.9,156.46,145.56,106.58,148.94,143.82,143.12,152.09,190.28,191.78,88.77,132.79,141.99,149.22,170.27,202.96,243.07,112.35,143.68,149.08,149.55,151.81,205.59,185.49,101.83,128.89,141.01,148.94,153.73,177.83,168.86,115.55,154.72,157.68,159.7,163.83,165.62,120.81,88.87,142.46,145.47,161.39,176.84,204.79,182.62,113.29,147.44,159.98,157.59,172.05,169.14,151.95,101.46,137.44,166.04,166.74,169.14,173.09,153.92,113.29,156.74,169.66,182.29,180.98,190.79,169.84,121.37,177.5,191.87,180.46,187.13,191.45,166.46,127.95,175.43,187.93,198.03,229.45,243.96,237.81,177.22,298.64,258.53,231.94,234.62,218.69,187.74,133.16,179.8,131.28,105.5,93.71,190.61,179.05,144.06,236.03,228.37,228.37,230.81,236.87,205.59,167.03,165.95,208.31,217.29,221.75,240.39,202.77,145.19,201.93,218.18,195.73,224.57,240.3,224.33
"3346","county","Lafourche Parish","driving","","Louisiana","United States",100,112.46,120.42,117.3,125.73,110.47,88.22,105.81,116.66,115.7,108.48,136.25,117.7,75.44,110.33,112.26,120.85,117.76,133.62,112.51,83.32,112.44,116.76,109.71,116.01,134.55,128.79,93,107.19,126.31,124.64,128.66,147.45,125.88,110.3,106.64,123.47,119.05,124.01,159.6,134.8,129.57,116.58,93.5,124.37,128.92,139.64,135.67,97.39,117.28,123.39,121.66,137.4,161.99,148.28,97.3,122.2,124.92,132.33,118.39,142.17,106.79,81.3,95.97,87.78,89.15,91.2,96.02,69.41,55.8,69.9,69.14,76.91,74.42,81.42,64.66,54.34,70.55,76.76,74.43,73.09,77.1,55.2,51.63,69.97,73.94,83.43,82.63,68.91,63.26,39.43,80.13,78.7,89.87,92.77,93.63,71.08,60.22,79.92,87.18,86.29,84.81,107.88,92.34,75.15,92.02,94.69,86.15,109.6,125.57,102.64,89.58,108.21,109.8,109.8,119.51,118.7,107.54,92.33,NA,NA,124.73,119.6,131.87,120.07,108.76,130.72,145.64,148.78,156.72,189.32,156.48,127.5,131.14,135.4,156.74,155.5,175.1,152.47,130.34,140.77,150.17,141.4,150.64,168.41,120.91,66.36,105.89,148.14,145.21,168.17,183.34,157.8,138.91,150.47,155.37,158.79,166.02,183.64,162.64,125.97,143.76,150.66,141.2,163.63,184.56,144.25,130.14,152.81,155.59,166.03,173.62,164.37,119.41,120.73,144.76,157.43,160.4,172.54,184.62,155.34,135.44,149.36,147.2,157.69,167.2,187.67,163.02,125.71,145.85,166.68,161.3,162.98,178.82,136.4,121.27,145.46,156.85,167.69,175.68,180.03,161.76,124.27,164.14,175.96,173.71,184.88,202.07,172.82,142.03,175.29,174.93,170.4,177.41,193.68,160.46,138.11,160.29,166.92,159.49,175.12,198.23,171.56,165.34,89.78,117.93,115.33,100.6,170.39,145.72,111.2,161.43,172.65,170.82,180.94,217.79,169.09,134.21,139.79,170.92,162.86,172.55,180.59,145.11,134.02,117.62,116.1,146.74,164.45,175.83,140.62
"3445","county","Lincoln Parish","driving","","Louisiana","United States",100,99.97,104.88,108.3,132.03,138.11,91.12,104.34,99.97,95.72,103.16,134.15,121.25,85.89,104.12,97.29,95.24,108.14,131.26,134.25,89.64,97.14,102.74,99.1,116.39,133.83,142.61,90.94,90.13,101.45,104.51,127.07,150.49,124.7,96.63,107.17,111.94,102.18,117.92,146.57,131.12,81.89,96.68,98.71,108.71,125.59,148.91,140.67,97.47,109.61,123.61,108.32,117.05,152.53,172.77,105.33,105.14,125.15,125.92,127.84,142.26,141.07,100.73,109.58,102.7,96.24,89.58,90.73,83.41,57.61,62.19,61.51,61.39,66.21,67.58,59.83,48.59,55.89,58.68,61.12,58.11,66.69,45.28,45.36,55.52,59.59,65.22,68.32,62.63,52.82,38.27,61.38,67.23,71.79,73.93,77.23,66.24,40.73,68.27,71.76,63,78.58,85.09,73.45,60.84,77.13,70.03,82.12,82.66,93.21,86.72,69.51,82.67,93.54,97.72,99.39,104.09,95.78,66.89,NA,NA,97.21,100.75,116.49,108.2,78.84,111.99,117.71,115.38,132,159.96,138.85,102.76,100.17,116.97,128.16,123.28,155.43,138.49,102.39,122.84,120.32,123.74,136.39,162.16,181.41,131.16,107.94,125.05,131.96,135.66,163.51,165.7,117.9,125.47,128.3,132.87,136.44,171.42,168.78,104.19,125.82,127.46,127.98,145.31,169.96,165.65,116.27,139.84,140.48,141.07,162.7,157.1,116.56,121.96,170.49,131.73,127.53,143.03,173.11,168.84,121.39,137.13,132.96,141.57,146.82,178.24,190.17,121.02,129.32,129.84,136.3,145.34,175.59,168.21,124.53,140.03,143.58,142.41,152.83,167.07,188.43,136.17,142.22,142.63,152.09,177.55,219.81,262.71,167.55,174.33,171.64,167.47,171.52,201.03,220,157.23,167.98,164.98,163.35,173,186.53,216.21,153.51,159.97,152.39,182.7,98.82,187.72,150.07,136.92,173.21,181.47,181.77,197.3,260.75,271.68,225.5,211.19,241.44,209.33,200.45,253.13,260.77,189.3,193.32,191.03,189.09,195.43,230.01,212.86
"3454","county","Livingston Parish","driving","","Louisiana","United States",100,106.35,108.37,112.78,126.87,122.95,92.86,111.51,107.94,107.93,116.83,135.4,132.64,81.36,105.3,112.05,109.96,113.51,134.82,136.81,88.89,109.95,108.87,105.14,111.02,134.51,130.26,93.48,104.78,111.96,120.7,122.78,140.48,143.48,92.66,113.01,115.94,112.03,133.74,148.25,128.58,95.38,120.69,111.11,123.74,127.06,150.36,159.82,108.75,119.56,120.87,107.88,134.25,161.3,166.29,114.75,121.69,122.22,125.82,130.37,145.49,134.83,99.18,103.99,95.3,92,91.3,99.35,82.01,59.68,75.15,68.46,73.5,75.88,85.07,72.74,57.1,74.52,69.87,73.22,78.01,85.35,73.14,58.52,77.62,77.28,77.69,84.42,87.74,79.13,46.85,79.93,82.94,91.26,93.86,103.79,84.49,67.43,92.94,93.33,93.92,94.19,124.97,108.27,82.16,99.79,95.94,91.95,106.5,123.77,114.54,92.76,110.05,115.77,116.09,122.71,120.36,121.75,92.52,NA,NA,124.12,128.67,151.08,134.29,115.44,138.26,145.42,142.75,155.88,177,158.85,132.48,130.97,141.11,150.61,158.61,176.35,182.02,139.18,144.99,149.63,142.24,157.92,178.22,183.96,92.16,124.28,153.89,150.16,159.29,187.67,193.05,143.93,154.36,157.97,162.4,169.54,192.59,193.36,135.36,147.61,154.4,153.81,170.23,197.49,206.99,163.82,163.51,185.24,168.68,179.44,175.9,149.15,130.59,146.37,152.73,162.62,172.9,193.2,203.47,153.36,158.83,156.76,161.11,168.98,194.72,205.83,146.39,152.06,159.21,162.64,169.6,174.33,172.13,133.18,149.06,156.73,165.95,170.29,183.14,184.62,145.53,171.29,166.92,170.72,179.14,196.16,196.11,144.95,167.41,164.81,172.09,169.4,195.27,187.8,144.85,157.13,158.41,157.71,166.18,195.85,190.81,136.43,129.38,134.08,136.04,115.36,183.04,174.52,138.26,159.58,180.79,170.18,198.27,212.17,186.73,145.23,151.69,160.88,160.93,169.94,192.98,187.6,137.77,148.43,145.87,160.16,164.37,189.26,186.55
