geo_type,region,transportation_type,alternative_name,sub-region,country,date,rel_mobility
county,Aiken County,driving,NA,South Carolina,United States,2020-06-12,179.67
county,Aiken County,driving,NA,South Carolina,United States,2020-06-13,176.09
county,Aiken County,driving,NA,South Carolina,United States,2020-06-14,136.03
county,Aiken County,driving,NA,South Carolina,United States,2020-06-15,151.33
county,Aiken County,driving,NA,South Carolina,United States,2020-06-16,151.77
county,Aiken County,driving,NA,South Carolina,United States,2020-06-17,155.97
county,Aiken County,driving,NA,South Carolina,United States,2020-06-18,173.45
county,Aiken County,driving,NA,South Carolina,United States,2020-06-19,193.52
county,Aiken County,driving,NA,South Carolina,United States,2020-06-20,189.63
county,Aiken County,driving,NA,South Carolina,United States,2020-06-21,130.88
county,Aiken County,driving,NA,South Carolina,United States,2020-06-22,154.96
county,Aiken County,driving,NA,South Carolina,United States,2020-06-23,154.15
county,Aiken County,driving,NA,South Carolina,United States,2020-06-24,155.89
county,Aiken County,driving,NA,South Carolina,United States,2020-06-25,170.53
county,Aiken County,driving,NA,South Carolina,United States,2020-06-26,189.02
county,Aiken County,driving,NA,South Carolina,United States,2020-06-27,183.89
county,Aiken County,driving,NA,South Carolina,United States,2020-06-28,139.15
county,Aiken County,driving,NA,South Carolina,United States,2020-06-29,156.39
county,Aiken County,driving,NA,South Carolina,United States,2020-06-30,153.4
county,Aiken County,driving,NA,South Carolina,United States,2020-07-01,162.84
county,Aiken County,driving,NA,South Carolina,United States,2020-07-02,188.6
county,Aiken County,driving,NA,South Carolina,United States,2020-07-03,176.57
county,Aiken County,driving,NA,South Carolina,United States,2020-07-04,137.82
county,Aiken County,driving,NA,South Carolina,United States,2020-07-05,135.15
county,Aiken County,driving,NA,South Carolina,United States,2020-07-06,151.88
county,Aiken County,driving,NA,South Carolina,United States,2020-07-07,137.42
county,Aiken County,driving,NA,South Carolina,United States,2020-07-08,161.68
county,Aiken County,driving,NA,South Carolina,United States,2020-07-09,177.91
county,Aiken County,driving,NA,South Carolina,United States,2020-07-10,191.5
county,Aiken County,driving,NA,South Carolina,United States,2020-07-11,177.38
county,Aiken County,driving,NA,South Carolina,United States,2020-07-12,134.33
county,Aiken County,driving,NA,South Carolina,United States,2020-07-13,153.96
county,Aiken County,driving,NA,South Carolina,United States,2020-07-14,151.19
county,Aiken County,driving,NA,South Carolina,United States,2020-07-15,161.9
county,Aiken County,driving,NA,South Carolina,United States,2020-07-16,170.67
county,Aiken County,driving,NA,South Carolina,United States,2020-07-17,181.61
county,Aiken County,driving,NA,South Carolina,United States,2020-07-18,175.49
county,Aiken County,driving,NA,South Carolina,United States,2020-07-19,131.64
county,Aiken County,driving,NA,South Carolina,United States,2020-07-20,153.96
county,Aiken County,driving,NA,South Carolina,United States,2020-07-21,147.03
county,Aiken County,driving,NA,South Carolina,United States,2020-07-22,157.44
county,Aiken County,driving,NA,South Carolina,United States,2020-07-23,166.35
county,Aiken County,driving,NA,South Carolina,United States,2020-07-24,184.61
county,Aiken County,driving,NA,South Carolina,United States,2020-07-25,176.08
county,Aiken County,driving,NA,South Carolina,United States,2020-07-26,139.05
county,Aiken County,driving,NA,South Carolina,United States,2020-07-27,150.4
county,Aiken County,driving,NA,South Carolina,United States,2020-07-28,153.88
county,Aiken County,driving,NA,South Carolina,United States,2020-07-29,158.32
county,Aiken County,driving,NA,South Carolina,United States,2020-07-30,167.27
county,Aiken County,driving,NA,South Carolina,United States,2020-07-31,187.4
county,Aiken County,driving,NA,South Carolina,United States,2020-08-01,184.04
county,Aiken County,driving,NA,South Carolina,United States,2020-08-02,133.05
county,Aiken County,driving,NA,South Carolina,United States,2020-08-03,148.85
county,Aiken County,driving,NA,South Carolina,United States,2020-08-04,156.62
county,Aiken County,driving,NA,South Carolina,United States,2020-08-05,156.65
county,Aiken County,driving,NA,South Carolina,United States,2020-08-06,166.41
county,Aiken County,driving,NA,South Carolina,United States,2020-08-07,182.54
county,Aiken County,driving,NA,South Carolina,United States,2020-08-08,168.48
county,Aiken County,driving,NA,South Carolina,United States,2020-08-09,133.74
county,Aiken County,driving,NA,South Carolina,United States,2020-08-10,149.11
county,Aiken County,driving,NA,South Carolina,United States,2020-08-11,154.85
county,Aiken County,driving,NA,South Carolina,United States,2020-08-12,158.23
county,Aiken County,driving,NA,South Carolina,United States,2020-08-13,168.87
county,Aiken County,driving,NA,South Carolina,United States,2020-08-14,182.99
county,Aiken County,driving,NA,South Carolina,United States,2020-08-15,172.03
county,Aiken County,driving,NA,South Carolina,United States,2020-08-16,132.65
county,Aiken County,driving,NA,South Carolina,United States,2020-08-17,154.04
county,Aiken County,driving,NA,South Carolina,United States,2020-08-18,151.21
county,Aiken County,driving,NA,South Carolina,United States,2020-08-19,155.34
county,Aiken County,driving,NA,South Carolina,United States,2020-08-20,167.83
county,Aiken County,driving,NA,South Carolina,United States,2020-08-21,182.99
county,Aiken County,driving,NA,South Carolina,United States,2020-08-22,169.34
county,Aiken County,driving,NA,South Carolina,United States,2020-08-23,120.61
county,Aiken County,driving,NA,South Carolina,United States,2020-08-24,142.1
county,Aiken County,driving,NA,South Carolina,United States,2020-08-25,145.85
county,Aiken County,driving,NA,South Carolina,United States,2020-08-26,149.26
county,Aiken County,driving,NA,South Carolina,United States,2020-08-27,164.9
county,Aiken County,driving,NA,South Carolina,United States,2020-08-28,182.19
county,Aiken County,driving,NA,South Carolina,United States,2020-08-29,169.75
county,Aiken County,driving,NA,South Carolina,United States,2020-08-30,126.98
county,Aiken County,driving,NA,South Carolina,United States,2020-08-31,146.57
county,Aiken County,driving,NA,South Carolina,United States,2020-09-01,155.02
county,Aiken County,driving,NA,South Carolina,United States,2020-09-02,153.29
county,Aiken County,driving,NA,South Carolina,United States,2020-09-03,171.67
county,Aiken County,driving,NA,South Carolina,United States,2020-09-04,196.04
county,Aiken County,driving,NA,South Carolina,United States,2020-09-05,170.14
county,Aiken County,driving,NA,South Carolina,United States,2020-09-06,134.04
county,Aiken County,driving,NA,South Carolina,United States,2020-09-07,133.77
county,Aiken County,driving,NA,South Carolina,United States,2020-09-08,155.9
county,Aiken County,driving,NA,South Carolina,United States,2020-09-09,148.72
county,Aiken County,driving,NA,South Carolina,United States,2020-09-10,161.97
county,Aiken County,driving,NA,South Carolina,United States,2020-09-11,182.94
county,Aiken County,driving,NA,South Carolina,United States,2020-09-12,173.14
county,Aiken County,driving,NA,South Carolina,United States,2020-09-13,131.25
county,Aiken County,driving,NA,South Carolina,United States,2020-09-14,146.9
county,Aiken County,driving,NA,South Carolina,United States,2020-09-15,147.84
county,Aiken County,driving,NA,South Carolina,United States,2020-09-16,142.03
county,Aiken County,driving,NA,South Carolina,United States,2020-09-17,140.05
county,Aiken County,driving,NA,South Carolina,United States,2020-09-18,176.9
county,Aiken County,driving,NA,South Carolina,United States,2020-09-19,175.24
county,Aiken County,driving,NA,South Carolina,United States,2020-09-20,130.22
county,Aiken County,driving,NA,South Carolina,United States,2020-09-21,144.84
county,Aiken County,driving,NA,South Carolina,United States,2020-09-22,143.25
county,Aiken County,driving,NA,South Carolina,United States,2020-09-23,143.38
county,Aiken County,driving,NA,South Carolina,United States,2020-09-24,152.94
county,Aiken County,driving,NA,South Carolina,United States,2020-09-25,169.4
county,Aiken County,driving,NA,South Carolina,United States,2020-09-26,162.02
county,Aiken County,driving,NA,South Carolina,United States,2020-09-27,123.53
county,Aiken County,driving,NA,South Carolina,United States,2020-09-28,163.44
county,Aiken County,driving,NA,South Carolina,United States,2020-09-29,134.93
county,Aiken County,driving,NA,South Carolina,United States,2020-09-30,143.91
county,Aiken County,driving,NA,South Carolina,United States,2020-10-01,154.55
county,Aiken County,driving,NA,South Carolina,United States,2020-10-02,177.94
county,Aiken County,driving,NA,South Carolina,United States,2020-10-03,171.95
county,Aiken County,driving,NA,South Carolina,United States,2020-10-04,122.38
county,Aiken County,driving,NA,South Carolina,United States,2020-10-05,134.84
county,Aiken County,driving,NA,South Carolina,United States,2020-10-06,140.87
county,Aiken County,driving,NA,South Carolina,United States,2020-10-07,142.9
county,Aiken County,driving,NA,South Carolina,United States,2020-10-08,156.53
county,Aiken County,driving,NA,South Carolina,United States,2020-10-09,186.54
county,Aiken County,driving,NA,South Carolina,United States,2020-10-10,163.06
county,Anderson County,driving,NA,South Carolina,United States,2020-01-13,100
county,Anderson County,driving,NA,South Carolina,United States,2020-01-14,105.99
county,Anderson County,driving,NA,South Carolina,United States,2020-01-15,103.7
county,Anderson County,driving,NA,South Carolina,United States,2020-01-16,114.65
county,Anderson County,driving,NA,South Carolina,United States,2020-01-17,143.64
county,Anderson County,driving,NA,South Carolina,United States,2020-01-18,117.99
county,Anderson County,driving,NA,South Carolina,United States,2020-01-19,91.31
county,Anderson County,driving,NA,South Carolina,United States,2020-01-20,115.85
county,Anderson County,driving,NA,South Carolina,United States,2020-01-21,107.52
county,Anderson County,driving,NA,South Carolina,United States,2020-01-22,106.7
county,Anderson County,driving,NA,South Carolina,United States,2020-01-23,111.36
county,Anderson County,driving,NA,South Carolina,United States,2020-01-24,126.28
county,Anderson County,driving,NA,South Carolina,United States,2020-01-25,123.72
county,Anderson County,driving,NA,South Carolina,United States,2020-01-26,87.53
county,Anderson County,driving,NA,South Carolina,United States,2020-01-27,103.25
county,Anderson County,driving,NA,South Carolina,United States,2020-01-28,105.89
county,Anderson County,driving,NA,South Carolina,United States,2020-01-29,105.83
county,Anderson County,driving,NA,South Carolina,United States,2020-01-30,115.53
county,Anderson County,driving,NA,South Carolina,United States,2020-01-31,134.01
county,Anderson County,driving,NA,South Carolina,United States,2020-02-01,128.04
county,Anderson County,driving,NA,South Carolina,United States,2020-02-02,90.32
county,Anderson County,driving,NA,South Carolina,United States,2020-02-03,105.89
county,Anderson County,driving,NA,South Carolina,United States,2020-02-04,108.33
county,Anderson County,driving,NA,South Carolina,United States,2020-02-05,105.02
county,Anderson County,driving,NA,South Carolina,United States,2020-02-06,97.88
county,Anderson County,driving,NA,South Carolina,United States,2020-02-07,134.44
county,Anderson County,driving,NA,South Carolina,United States,2020-02-08,106.02
county,Anderson County,driving,NA,South Carolina,United States,2020-02-09,95.3
county,Anderson County,driving,NA,South Carolina,United States,2020-02-10,109.35
county,Anderson County,driving,NA,South Carolina,United States,2020-02-11,108.21
county,Anderson County,driving,NA,South Carolina,United States,2020-02-12,112.21
county,Anderson County,driving,NA,South Carolina,United States,2020-02-13,121.72
county,Anderson County,driving,NA,South Carolina,United States,2020-02-14,167.35
county,Anderson County,driving,NA,South Carolina,United States,2020-02-15,142.13
county,Anderson County,driving,NA,South Carolina,United States,2020-02-16,102.12
county,Anderson County,driving,NA,South Carolina,United States,2020-02-17,121.16
county,Anderson County,driving,NA,South Carolina,United States,2020-02-18,112.63
county,Anderson County,driving,NA,South Carolina,United States,2020-02-19,114
county,Anderson County,driving,NA,South Carolina,United States,2020-02-20,106.25
county,Anderson County,driving,NA,South Carolina,United States,2020-02-21,140.6
county,Anderson County,driving,NA,South Carolina,United States,2020-02-22,139.6
county,Anderson County,driving,NA,South Carolina,United States,2020-02-23,103.44
county,Anderson County,driving,NA,South Carolina,United States,2020-02-24,108.69
county,Anderson County,driving,NA,South Carolina,United States,2020-02-25,115.87
county,Anderson County,driving,NA,South Carolina,United States,2020-02-26,121.65
county,Anderson County,driving,NA,South Carolina,United States,2020-02-27,128.85
county,Anderson County,driving,NA,South Carolina,United States,2020-02-28,162.34
county,Anderson County,driving,NA,South Carolina,United States,2020-02-29,160.17
county,Anderson County,driving,NA,South Carolina,United States,2020-03-01,108.89
county,Anderson County,driving,NA,South Carolina,United States,2020-03-02,111.61
county,Anderson County,driving,NA,South Carolina,United States,2020-03-03,113.51
county,Anderson County,driving,NA,South Carolina,United States,2020-03-04,115.31
county,Anderson County,driving,NA,South Carolina,United States,2020-03-05,122.77
county,Anderson County,driving,NA,South Carolina,United States,2020-03-06,158.43
county,Anderson County,driving,NA,South Carolina,United States,2020-03-07,150.58
county,Anderson County,driving,NA,South Carolina,United States,2020-03-08,106.76
county,Anderson County,driving,NA,South Carolina,United States,2020-03-09,121.49
county,Anderson County,driving,NA,South Carolina,United States,2020-03-10,120.04
county,Anderson County,driving,NA,South Carolina,United States,2020-03-11,120.87
county,Anderson County,driving,NA,South Carolina,United States,2020-03-12,124.71
county,Anderson County,driving,NA,South Carolina,United States,2020-03-13,146.16
county,Anderson County,driving,NA,South Carolina,United States,2020-03-14,131.21
county,Anderson County,driving,NA,South Carolina,United States,2020-03-15,89.38
county,Anderson County,driving,NA,South Carolina,United States,2020-03-16,100.79
county,Anderson County,driving,NA,South Carolina,United States,2020-03-17,96.38
county,Anderson County,driving,NA,South Carolina,United States,2020-03-18,91.43
county,Anderson County,driving,NA,South Carolina,United States,2020-03-19,96.66
county,Anderson County,driving,NA,South Carolina,United States,2020-03-20,106.6
county,Anderson County,driving,NA,South Carolina,United States,2020-03-21,94.47
county,Anderson County,driving,NA,South Carolina,United States,2020-03-22,61.98
county,Anderson County,driving,NA,South Carolina,United States,2020-03-23,72.97
county,Anderson County,driving,NA,South Carolina,United States,2020-03-24,70.97
county,Anderson County,driving,NA,South Carolina,United States,2020-03-25,86.42
county,Anderson County,driving,NA,South Carolina,United States,2020-03-26,85.07
county,Anderson County,driving,NA,South Carolina,United States,2020-03-27,100.36
county,Anderson County,driving,NA,South Carolina,United States,2020-03-28,92.05
county,Anderson County,driving,NA,South Carolina,United States,2020-03-29,67.78
county,Anderson County,driving,NA,South Carolina,United States,2020-03-30,84.5
county,Anderson County,driving,NA,South Carolina,United States,2020-03-31,75.33
county,Anderson County,driving,NA,South Carolina,United States,2020-04-01,83.43
county,Anderson County,driving,NA,South Carolina,United States,2020-04-02,85.69
county,Anderson County,driving,NA,South Carolina,United States,2020-04-03,96.58
county,Anderson County,driving,NA,South Carolina,United States,2020-04-04,81.77
county,Anderson County,driving,NA,South Carolina,United States,2020-04-05,62.62
county,Anderson County,driving,NA,South Carolina,United States,2020-04-06,83.09
county,Anderson County,driving,NA,South Carolina,United States,2020-04-07,77.17
county,Anderson County,driving,NA,South Carolina,United States,2020-04-08,78.14
county,Anderson County,driving,NA,South Carolina,United States,2020-04-09,86.33
county,Anderson County,driving,NA,South Carolina,United States,2020-04-10,92.48
county,Anderson County,driving,NA,South Carolina,United States,2020-04-11,81.68
county,Anderson County,driving,NA,South Carolina,United States,2020-04-12,44.75
county,Anderson County,driving,NA,South Carolina,United States,2020-04-13,89.86
county,Anderson County,driving,NA,South Carolina,United States,2020-04-14,100.31
county,Anderson County,driving,NA,South Carolina,United States,2020-04-15,105.38
county,Anderson County,driving,NA,South Carolina,United States,2020-04-16,101.63
county,Anderson County,driving,NA,South Carolina,United States,2020-04-17,110.91
county,Anderson County,driving,NA,South Carolina,United States,2020-04-18,100.36
county,Anderson County,driving,NA,South Carolina,United States,2020-04-19,66.15
county,Anderson County,driving,NA,South Carolina,United States,2020-04-20,92.28
county,Anderson County,driving,NA,South Carolina,United States,2020-04-21,102.1
county,Anderson County,driving,NA,South Carolina,United States,2020-04-22,104.87
county,Anderson County,driving,NA,South Carolina,United States,2020-04-23,91.23
county,Anderson County,driving,NA,South Carolina,United States,2020-04-24,121.3
county,Anderson County,driving,NA,South Carolina,United States,2020-04-25,103.84
county,Anderson County,driving,NA,South Carolina,United States,2020-04-26,82.86
county,Anderson County,driving,NA,South Carolina,United States,2020-04-27,108.69
county,Anderson County,driving,NA,South Carolina,United States,2020-04-28,110
county,Anderson County,driving,NA,South Carolina,United States,2020-04-29,104.11
county,Anderson County,driving,NA,South Carolina,United States,2020-04-30,119.03
county,Anderson County,driving,NA,South Carolina,United States,2020-05-01,133.77
county,Anderson County,driving,NA,South Carolina,United States,2020-05-02,126.9
county,Anderson County,driving,NA,South Carolina,United States,2020-05-03,102.84
county,Anderson County,driving,NA,South Carolina,United States,2020-05-04,120.14
county,Anderson County,driving,NA,South Carolina,United States,2020-05-05,117
county,Anderson County,driving,NA,South Carolina,United States,2020-05-06,124.58
county,Anderson County,driving,NA,South Carolina,United States,2020-05-07,128.56
county,Anderson County,driving,NA,South Carolina,United States,2020-05-08,134.56
county,Anderson County,driving,NA,South Carolina,United States,2020-05-09,138.99
county,Anderson County,driving,NA,South Carolina,United States,2020-05-10,96.29
county,Anderson County,driving,NA,South Carolina,United States,2020-05-11,NA
county,Anderson County,driving,NA,South Carolina,United States,2020-05-12,NA
county,Anderson County,driving,NA,South Carolina,United States,2020-05-13,130.75
county,Anderson County,driving,NA,South Carolina,United States,2020-05-14,137.97
county,Anderson County,driving,NA,South Carolina,United States,2020-05-15,155.97
county,Anderson County,driving,NA,South Carolina,United States,2020-05-16,155.63
county,Anderson County,driving,NA,South Carolina,United States,2020-05-17,122.59
county,Anderson County,driving,NA,South Carolina,United States,2020-05-18,124.42
county,Anderson County,driving,NA,South Carolina,United States,2020-05-19,129.17
county,Anderson County,driving,NA,South Carolina,United States,2020-05-20,128.25
county,Anderson County,driving,NA,South Carolina,United States,2020-05-21,147.43
county,Anderson County,driving,NA,South Carolina,United States,2020-05-22,171.51
county,Anderson County,driving,NA,South Carolina,United States,2020-05-23,172.12
county,Anderson County,driving,NA,South Carolina,United States,2020-05-24,126.35
county,Anderson County,driving,NA,South Carolina,United States,2020-05-25,120.75
county,Anderson County,driving,NA,South Carolina,United States,2020-05-26,145
county,Anderson County,driving,NA,South Carolina,United States,2020-05-27,140.98
county,Anderson County,driving,NA,South Carolina,United States,2020-05-28,150.58
county,Anderson County,driving,NA,South Carolina,United States,2020-05-29,167.31
county,Anderson County,driving,NA,South Carolina,United States,2020-05-30,163.26
county,Anderson County,driving,NA,South Carolina,United States,2020-05-31,128.06
county,Anderson County,driving,NA,South Carolina,United States,2020-06-01,152.81
county,Anderson County,driving,NA,South Carolina,United States,2020-06-02,150.63
county,Anderson County,driving,NA,South Carolina,United States,2020-06-03,153.57
county,Anderson County,driving,NA,South Carolina,United States,2020-06-04,163.29
county,Anderson County,driving,NA,South Carolina,United States,2020-06-05,179.41
county,Anderson County,driving,NA,South Carolina,United States,2020-06-06,173.7
county,Anderson County,driving,NA,South Carolina,United States,2020-06-07,140.09
county,Anderson County,driving,NA,South Carolina,United States,2020-06-08,151.69
county,Anderson County,driving,NA,South Carolina,United States,2020-06-09,154.46
county,Anderson County,driving,NA,South Carolina,United States,2020-06-10,150.77
county,Anderson County,driving,NA,South Carolina,United States,2020-06-11,165.05
county,Anderson County,driving,NA,South Carolina,United States,2020-06-12,184.84
county,Anderson County,driving,NA,South Carolina,United States,2020-06-13,186.18
county,Anderson County,driving,NA,South Carolina,United States,2020-06-14,139.25
county,Anderson County,driving,NA,South Carolina,United States,2020-06-15,155.04
county,Anderson County,driving,NA,South Carolina,United States,2020-06-16,149.95
county,Anderson County,driving,NA,South Carolina,United States,2020-06-17,157.69
county,Anderson County,driving,NA,South Carolina,United States,2020-06-18,163.44
county,Anderson County,driving,NA,South Carolina,United States,2020-06-19,190.32
county,Anderson County,driving,NA,South Carolina,United States,2020-06-20,190.25
county,Anderson County,driving,NA,South Carolina,United States,2020-06-21,134.68
county,Anderson County,driving,NA,South Carolina,United States,2020-06-22,161.19
county,Anderson County,driving,NA,South Carolina,United States,2020-06-23,155.23
county,Anderson County,driving,NA,South Carolina,United States,2020-06-24,159.93
county,Anderson County,driving,NA,South Carolina,United States,2020-06-25,173.53
county,Anderson County,driving,NA,South Carolina,United States,2020-06-26,196.34
county,Anderson County,driving,NA,South Carolina,United States,2020-06-27,183.52
county,Anderson County,driving,NA,South Carolina,United States,2020-06-28,142
county,Anderson County,driving,NA,South Carolina,United States,2020-06-29,168.98
county,Anderson County,driving,NA,South Carolina,United States,2020-06-30,167.37
county,Anderson County,driving,NA,South Carolina,United States,2020-07-01,171.13
county,Anderson County,driving,NA,South Carolina,United States,2020-07-02,183.78
county,Anderson County,driving,NA,South Carolina,United States,2020-07-03,188.29
county,Anderson County,driving,NA,South Carolina,United States,2020-07-04,163.09
county,Anderson County,driving,NA,South Carolina,United States,2020-07-05,143.37
county,Anderson County,driving,NA,South Carolina,United States,2020-07-06,186.25
county,Anderson County,driving,NA,South Carolina,United States,2020-07-07,153.35
county,Anderson County,driving,NA,South Carolina,United States,2020-07-08,160.74
county,Anderson County,driving,NA,South Carolina,United States,2020-07-09,168.18
county,Anderson County,driving,NA,South Carolina,United States,2020-07-10,192.19
county,Anderson County,driving,NA,South Carolina,United States,2020-07-11,183.69
county,Anderson County,driving,NA,South Carolina,United States,2020-07-12,143.06
county,Anderson County,driving,NA,South Carolina,United States,2020-07-13,165.08
county,Anderson County,driving,NA,South Carolina,United States,2020-07-14,165.39
county,Anderson County,driving,NA,South Carolina,United States,2020-07-15,164.96
county,Anderson County,driving,NA,South Carolina,United States,2020-07-16,168.99
county,Anderson County,driving,NA,South Carolina,United States,2020-07-17,203.38
county,Anderson County,driving,NA,South Carolina,United States,2020-07-18,184.81
county,Anderson County,driving,NA,South Carolina,United States,2020-07-19,145.15
county,Anderson County,driving,NA,South Carolina,United States,2020-07-20,158.14
county,Anderson County,driving,NA,South Carolina,United States,2020-07-21,156.18
county,Anderson County,driving,NA,South Carolina,United States,2020-07-22,162.45
county,Anderson County,driving,NA,South Carolina,United States,2020-07-23,174.57
county,Anderson County,driving,NA,South Carolina,United States,2020-07-24,187.24
county,Anderson County,driving,NA,South Carolina,United States,2020-07-25,178.1
county,Anderson County,driving,NA,South Carolina,United States,2020-07-26,143.64
county,Anderson County,driving,NA,South Carolina,United States,2020-07-27,157.73
county,Anderson County,driving,NA,South Carolina,United States,2020-07-28,160.98
county,Anderson County,driving,NA,South Carolina,United States,2020-07-29,157.9
county,Anderson County,driving,NA,South Carolina,United States,2020-07-30,164.74
county,Anderson County,driving,NA,South Carolina,United States,2020-07-31,188.6
county,Anderson County,driving,NA,South Carolina,United States,2020-08-01,183.43
county,Anderson County,driving,NA,South Carolina,United States,2020-08-02,142.58
county,Anderson County,driving,NA,South Carolina,United States,2020-08-03,165.73
county,Anderson County,driving,NA,South Carolina,United States,2020-08-04,173.58
county,Anderson County,driving,NA,South Carolina,United States,2020-08-05,175.51
county,Anderson County,driving,NA,South Carolina,United States,2020-08-06,177.09
county,Anderson County,driving,NA,South Carolina,United States,2020-08-07,194.88
county,Anderson County,driving,NA,South Carolina,United States,2020-08-08,186.16
county,Anderson County,driving,NA,South Carolina,United States,2020-08-09,145.99
county,Anderson County,driving,NA,South Carolina,United States,2020-08-10,160.82
county,Anderson County,driving,NA,South Carolina,United States,2020-08-11,161.79
county,Anderson County,driving,NA,South Carolina,United States,2020-08-12,170.73
county,Anderson County,driving,NA,South Carolina,United States,2020-08-13,179.63
county,Anderson County,driving,NA,South Carolina,United States,2020-08-14,206.21
county,Anderson County,driving,NA,South Carolina,United States,2020-08-15,194.99
county,Anderson County,driving,NA,South Carolina,United States,2020-08-16,160.87
county,Anderson County,driving,NA,South Carolina,United States,2020-08-17,173.68
county,Anderson County,driving,NA,South Carolina,United States,2020-08-18,171.88
county,Anderson County,driving,NA,South Carolina,United States,2020-08-19,167.52
county,Anderson County,driving,NA,South Carolina,United States,2020-08-20,165.82
county,Anderson County,driving,NA,South Carolina,United States,2020-08-21,193.43
county,Anderson County,driving,NA,South Carolina,United States,2020-08-22,184.46
county,Anderson County,driving,NA,South Carolina,United States,2020-08-23,138.06
county,Anderson County,driving,NA,South Carolina,United States,2020-08-24,154.73
county,Anderson County,driving,NA,South Carolina,United States,2020-08-25,158.87
county,Anderson County,driving,NA,South Carolina,United States,2020-08-26,159.56
county,Anderson County,driving,NA,South Carolina,United States,2020-08-27,165.95
county,Anderson County,driving,NA,South Carolina,United States,2020-08-28,190.49
county,Anderson County,driving,NA,South Carolina,United States,2020-08-29,176.3
county,Anderson County,driving,NA,South Carolina,United States,2020-08-30,140.61
county,Anderson County,driving,NA,South Carolina,United States,2020-08-31,149
county,Anderson County,driving,NA,South Carolina,United States,2020-09-01,157.24
county,Anderson County,driving,NA,South Carolina,United States,2020-09-02,161.53
county,Anderson County,driving,NA,South Carolina,United States,2020-09-03,174.8
county,Anderson County,driving,NA,South Carolina,United States,2020-09-04,215.56
county,Anderson County,driving,NA,South Carolina,United States,2020-09-05,197.06
county,Anderson County,driving,NA,South Carolina,United States,2020-09-06,160.02
county,Anderson County,driving,NA,South Carolina,United States,2020-09-07,155.51
county,Anderson County,driving,NA,South Carolina,United States,2020-09-08,158
county,Anderson County,driving,NA,South Carolina,United States,2020-09-09,152.48
county,Anderson County,driving,NA,South Carolina,United States,2020-09-10,163.26
county,Anderson County,driving,NA,South Carolina,United States,2020-09-11,203.75
county,Anderson County,driving,NA,South Carolina,United States,2020-09-12,187.56
county,Anderson County,driving,NA,South Carolina,United States,2020-09-13,149.47
county,Anderson County,driving,NA,South Carolina,United States,2020-09-14,160.47
county,Anderson County,driving,NA,South Carolina,United States,2020-09-15,160.33
county,Anderson County,driving,NA,South Carolina,United States,2020-09-16,157.92
county,Anderson County,driving,NA,South Carolina,United States,2020-09-17,148.88
county,Anderson County,driving,NA,South Carolina,United States,2020-09-18,204.06
county,Anderson County,driving,NA,South Carolina,United States,2020-09-19,189.04
county,Anderson County,driving,NA,South Carolina,United States,2020-09-20,140.71
county,Anderson County,driving,NA,South Carolina,United States,2020-09-21,148.48
county,Anderson County,driving,NA,South Carolina,United States,2020-09-22,153.64
county,Anderson County,driving,NA,South Carolina,United States,2020-09-23,158.6
county,Anderson County,driving,NA,South Carolina,United States,2020-09-24,160.09
county,Anderson County,driving,NA,South Carolina,United States,2020-09-25,188.17
county,Anderson County,driving,NA,South Carolina,United States,2020-09-26,178.71
county,Anderson County,driving,NA,South Carolina,United States,2020-09-27,131.12
county,Anderson County,driving,NA,South Carolina,United States,2020-09-28,140.57
county,Anderson County,driving,NA,South Carolina,United States,2020-09-29,141.22
county,Anderson County,driving,NA,South Carolina,United States,2020-09-30,149.57
county,Anderson County,driving,NA,South Carolina,United States,2020-10-01,165.49
county,Anderson County,driving,NA,South Carolina,United States,2020-10-02,203.91
county,Anderson County,driving,NA,South Carolina,United States,2020-10-03,188.65
county,Anderson County,driving,NA,South Carolina,United States,2020-10-04,135.63
county,Anderson County,driving,NA,South Carolina,United States,2020-10-05,146.25
county,Anderson County,driving,NA,South Carolina,United States,2020-10-06,153.38
county,Anderson County,driving,NA,South Carolina,United States,2020-10-07,150.89
county,Anderson County,driving,NA,South Carolina,United States,2020-10-08,163.44
county,Anderson County,driving,NA,South Carolina,United States,2020-10-09,198.22
county,Anderson County,driving,NA,South Carolina,United States,2020-10-10,163.34
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-13,100
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-14,99.11
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-15,110.56
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-16,97.47
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-17,127.43
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-18,107.88
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-19,62.75
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-20,83.57
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-21,89.07
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-22,102.45
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-23,90.71
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-24,109.67
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-25,100.07
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-26,72.49
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-27,81.78
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-28,92.12
county,Barnwell County,driving,NA,South Carolina,United States,2020-01-29,91.75
