geo_type,region,transportation_type,alternative_name,sub-region,country,date,rel_mobility
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-04,135.37
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-05,139.92
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-06,152.38
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-07,146.03
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-08,148.65
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-09,151.24
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-10,173.21
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-11,172.86
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-12,130.74
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-13,145.65
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-14,148.74
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-15,151.15
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-16,154.01
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-17,177.58
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-18,179.2
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-19,133.42
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-20,146.36
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-21,147.08
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-22,150.31
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-23,159.38
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-24,185.75
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-25,180.58
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-26,134.79
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-27,148.8
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-28,146.29
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-29,150.71
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-30,157.47
county,Dorchester County,driving,NA,South Carolina,United States,2020-07-31,174.43
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-01,177.32
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-02,127.26
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-03,115.57
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-04,145.15
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-05,147.15
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-06,157.51
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-07,178.5
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-08,173.21
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-09,133.01
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-10,146.63
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-11,149.24
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-12,156.82
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-13,157.12
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-14,179.59
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-15,167.91
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-16,131.27
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-17,152.75
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-18,144.97
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-19,152.35
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-20,154.37
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-21,173.24
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-22,159.47
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-23,122.08
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-24,135.49
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-25,140.03
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-26,145.77
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-27,150.49
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-28,178.32
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-29,156.5
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-30,118.47
county,Dorchester County,driving,NA,South Carolina,United States,2020-08-31,147.19
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-01,149.97
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-02,150.71
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-03,165.28
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-04,196.5
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-05,166.71
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-06,126.3
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-07,143.63
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-08,143.24
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-09,140.82
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-10,149.83
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-11,175.59
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-12,162.78
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-13,120.42
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-14,141.03
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-15,145.62
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-16,137.49
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-17,146.7
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-18,173.44
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-19,163.93
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-20,122.27
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-21,140.86
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-22,139.38
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-23,140.75
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-24,150.06
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-25,171.89
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-26,156.57
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-27,117.07
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-28,125.85
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-29,129.29
county,Dorchester County,driving,NA,South Carolina,United States,2020-09-30,141.99
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-01,154.99
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-02,177.01
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-03,160.91
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-04,120.84
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-05,137.07
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-06,137.44
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-07,144.58
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-08,156.23
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-09,181.08
county,Dorchester County,driving,NA,South Carolina,United States,2020-10-10,169.66
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-13,100
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-14,106.25
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-15,115.55
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-16,111.73
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-17,148.12
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-18,151.31
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-19,87.51
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-20,111.85
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-21,111.41
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-22,119.12
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-23,128.55
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-24,126.83
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-25,148.25
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-26,94.65
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-27,93.5
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-28,106.25
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-29,99.75
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-30,121.54
county,Edgefield County,driving,NA,South Carolina,United States,2020-01-31,123.65
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-01,129.64
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-02,92.8
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-03,105.86
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-04,127.53
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-05,118.04
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-06,92.67
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-07,133.33
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-08,126.83
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-09,103.12
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-10,109.75
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-11,108.35
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-12,92.8
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-13,120.65
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-14,146.91
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-15,147.36
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-16,85.34
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-17,116.38
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-18,102.17
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-19,97.58
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-20,109.24
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-21,137.79
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-22,181.52
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-23,101.4
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-24,116.19
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-25,112.75
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-26,124.47
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-27,135.69
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-28,163.35
county,Edgefield County,driving,NA,South Carolina,United States,2020-02-29,168.45
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-01,100.64
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-02,109.05
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-03,107.14
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-04,117.08
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-05,111.15
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-06,155.45
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-07,159.53
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-08,109.18
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-09,123.39
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-10,138.24
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-11,127.66
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-12,130.53
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-13,159.34
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-14,170.36
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-15,85.98
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-16,104.65
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-17,105.1
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-18,106.63
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-19,110.26
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-20,129
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-21,105.86
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-22,65.52
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-23,95.98
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-24,82.22
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-25,106.25
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-26,107.84
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-27,120.33
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-28,115.68
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-29,80.37
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-30,108.29
county,Edgefield County,driving,NA,South Carolina,United States,2020-03-31,89.55
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-01,88.15
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-02,100.25
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-03,100.83
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-04,94.9
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-05,69.41
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-06,94.26
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-07,92.54
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-08,98.85
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-09,101.53
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-10,111.03
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-11,96.05
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-12,51.18
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-13,95.79
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-14,104.59
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-15,99.11
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-16,112.68
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-17,135.95
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-18,105.93
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-19,66.22
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-20,99.36
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-21,123.01
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-22,129.64
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-23,99.11
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-24,131.68
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-25,123.2
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-26,84
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-27,108.41
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-28,126.58
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-29,119.06
county,Edgefield County,driving,NA,South Carolina,United States,2020-04-30,122.63
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-01,135.95
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-02,132.12
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-03,105.99
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-04,136.01
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-05,129.32
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-06,131.68
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-07,136.97
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-08,139.96
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-09,144.04
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-10,104.27
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-11,NA
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-12,NA
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-13,145
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-14,157.87
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-15,181.71
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-16,159.02
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-17,124.09
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-18,134.35
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-19,150.48
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-20,126.77
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-21,156.79
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-22,187.06
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-23,164.56
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-24,130.85
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-25,122.31
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-26,157.36
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-27,154.17
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-28,179.29
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-29,180.88
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-30,166.03
county,Edgefield County,driving,NA,South Carolina,United States,2020-05-31,137.16
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-01,168.2
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-02,165.33
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-03,158.38
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-04,164.75
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-05,203.7
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-06,183.88
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-07,136.39
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-08,157.87
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-09,160.29
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-10,157.3
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-11,165.9
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-12,182.28
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-13,193.05
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-14,149.08
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-15,170.24
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-16,183.24
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-17,171.77
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-18,179.86
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-19,203.31
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-20,205.86
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-21,135.69
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-22,155.39
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-23,176.29
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-24,163.61
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-25,182.15
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-26,195.28
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-27,194.65
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-28,149.71
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-29,178.39
county,Edgefield County,driving,NA,South Carolina,United States,2020-06-30,157.43
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-01,176.55
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-02,198.09
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-03,194.01
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-04,152.45
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-05,142.26
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-06,157.17
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-07,172.79
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-08,173.17
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-09,201.47
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-10,218.42
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-11,193.75
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-12,143.72
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-13,169.85
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-14,182.41
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-15,182.22
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-16,194.9
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-17,203.12
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-18,201.59
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-19,138.5
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-20,177.5
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-21,174.25
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-22,177.69
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-23,189.04
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-24,196.94
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-25,183.17
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-26,138.75
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-27,178.14
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-28,179.73
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-29,171.32
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-30,193.37
county,Edgefield County,driving,NA,South Carolina,United States,2020-07-31,206.44
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-01,205.1
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-02,144.42
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-03,160.87
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-04,170.62
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-05,180.31
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-06,195.73
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-07,203.95
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-08,202.68
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-09,139.26
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-10,180.75
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-11,171.96
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-12,174.25
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-13,178.65
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-14,196.56
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-15,188.27
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-16,142.19
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-17,158.57
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-18,172.53
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-19,177.69
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-20,175.46
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-21,191.2
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-22,179.03
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-23,136.07
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-24,168.07
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-25,177.95
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-26,172.08
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-27,195.16
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-28,232.82
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-29,200.57
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-30,148.82
county,Edgefield County,driving,NA,South Carolina,United States,2020-08-31,165.71
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-01,167.18
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-02,158.19
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-03,178.27
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-04,201.15
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-05,177.37
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-06,142.7
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-07,143.66
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-08,171.13
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-09,178.39
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-10,183.81
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-11,199.49
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-12,195.6
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-13,156.34
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-14,169.85
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-15,175.59
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-16,145.83
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-17,156.34
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-18,193.37
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-19,198.92
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-20,142.83
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-21,162.4
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-22,153.47
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-23,170.55
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-24,175.21
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-25,188.85
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-26,170.87
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-27,140.6
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-28,183.81
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-29,169.28
county,Edgefield County,driving,NA,South Carolina,United States,2020-09-30,188.21
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-01,222.56
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-02,244.42
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-03,225.69
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-04,166.86
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-05,198.15
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-06,200.19
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-07,203.12
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-08,203.63
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-09,236.01
county,Edgefield County,driving,NA,South Carolina,United States,2020-10-10,213.13
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-13,100
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-14,102.08
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-15,99.28
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-16,112.32
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-17,169.78
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-18,144.35
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-19,124.18
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-20,132.11
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-21,107.1
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-22,98.68
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-23,128.67
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-24,150.89
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-25,139.4
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-26,114.24
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-27,107.1
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-28,100.08
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-29,102.98
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-30,113.83
county,Fairfield County,driving,NA,South Carolina,United States,2020-01-31,143.86
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-01,152.06
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-02,111.26
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-03,109.03
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-04,103.82
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-05,95.69
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-06,105.67
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-07,152.74
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-08,142.27
county,Fairfield County,driving,NA,South Carolina,United States,2020-02-09,132.98
